sent,hard_match
 安逸尘 从小 被安 秋声 捉 走 文家 大少爷 安 秋声 报 当年 仇 安逸尘 故意 接近 人物二 人物一 借机 搞垮 宁家 文家,1
 俞文葆 湖南 年 颇 名望 得以 曾国藩 家族 联姻 曾国藩 孙女 人物二 嫁给 俞文葆 三子 人物一,1
 这年 夏季 组织 批准 人物二 人物一 结成 革命 伴侣,1
 年 聊斋 李应 八爪 鱼 钱小豪 杨丽菁 罗嘉良 人物二 人物一,1
 年 作别 合演 孙畅 敏 人物二 人物一,1
 年 作别 合演 孙畅 敏 人物二 人物一,1
 年 人物二 共同 出演 人物一 导演 爱情 电影 胭脂,1
 年 人物二 嫁给 人物一 婚宴 连续 摆 三天 费用 高达 万港元 媒体 形容 世纪 童话 式 婚宴,1
 老 公开 结婚 周年 派对 花 六位数 包 餐厅 人物二 人物一 到场 足 面子,1
 核实 宝马 司机 年龄 岁 驾照 系 著名 歌唱家 人物二 之子 人物一,1
 核实 宝马 司机 年龄 岁 驾照 著名 歌唱家 人物二 之子 人物一,1
 知情者 透露 这名 年轻人 岁 著名 歌唱家 人物二 梦鸽 夫妇 之子 人物一,1
 袁克权 立 接班 年 洪宪帝制 时 人物二 长子 袁克定 次子 人物一 同穿 太子 服 视为 候选 接班人,1
 民国 十八年 年 许广平 生子 人物二 取名 人物一,1
 当年 人物二 之子 人物一 来到 冯雪峰 墓前 敬献 花篮,1
 年 人物二 病死 人物一 托付给 诸葛亮,1
 建安 十七年 人物二 入 蜀 孙权 派 接回 孙夫人 孙夫人 想 人物一 一并 带走 被牙门 将军 赵云 夺回,1
 后出师表 创作 背景 公元 年 人物二 病死 人物一 托付给 诸葛亮,1
 章武 元年 年 人物二 建立 蜀汉 政权 立 长子 人物一 太子 任命 来敏 太子 家令,1
 蜀章 武 二年 公元 年 人物二 率军 征发 孙权 陆逊 败 于彝陵 不久 病逝 长子 人物一 即位 史 称 后主,1
 蜀汉 年 始 于昭烈 帝 人物二 终于 后主 人物一 共 帝,1
 章武 三年 年 人物二 去世 太子 人物一 即位 史 称 蜀汉 后主,1
 章武 三年 年 人物二 去世 人物一 继位 为帝 廖立 调任 长 水校尉,1
 北伐 建功 公元 年 章武 三年 人物二 逝世 太子 人物一 继位 改元 建兴,1
 章武 元年 人物二 人物一 送到 云顶山 学习 佛法 音乐 文学 敕命 修建 寺庙 天宫 寺 今天 慈云寺,1
 吴班 北伐 建功 公元 年 章武 三年 人物二 逝世 太子 人物一 继位 改元 建兴,1
 蜀汉 年 始 于昭烈 帝 人物二 终于 后主 人物一 共 帝,1
 创作 背景 公元 年 人物二 病死 人物一 托付给 诸葛亮,1
 建安 二十六年 人物二 病逝 白帝城 太子 人物一 即位 改元 建兴 丞相 诸葛亮 主理 大小 内政 事物,1
 章武 三年 年 人物二 去世 太子 人物一 即位 尊 嫡母 吴氏 皇太后,1
 公元 年 人物二 死后 后主 人物一 袭位 诸葛亮 尽心 托孤 封为 武乡 候 主持 朝政,1
 公元 年 章武 元年 人物二 自立 为帝 建立 蜀汉 立 人物一 皇太子,1
 公元 年 农历 癸卯 人物二 死 白帝城 人物一 继 帝位,1
 花鸟画 年代 师从 人物二 长子 人物一 李苦禅 之子 李燕 北京 齐石 艺术 学院 就学,1
 年 担任 主管 接待 副区长 时 认识 同乡 人物二 大师 第四 子 人物一,1
 年 毕业 北京 人物二 艺术 学院 师承 著名画家 人物一 李燕 徐东鹏,1
 九十年代 人物二 四子 人物一 先生 赞 梅林 仁弟 画笔 古拙,1
 年 拜 国画 大师 人物二 之四子 人物一 先生 为师 成为 齐 先生 入室弟子 学习 写意 花鸟,1
 自幼 得益 家族 熏陶 年 拜师 人物二 大师 四子 人物一 堪称 白石 老人 再传 弟子,1
 年 道士 整修 殿宇 洞穴 塑 山神 土地 人物二 人物一 周仓 神像 祀奉,1
 蜀 后主 刘禅 景耀 三年 公元 年 追 谥 人物二 曰 壮缪侯 其子 人物一 嗣,1
 山顶 原有 武侯祠 始建 宋 庆元 年间 祀 诸葛亮 子 人物二 孙 人物一 故又称 三忠祠,1
 年 以前 黄许 镇南 国家 粮库 对面 就立 一座 高 米 宽 米 石碑 写 人物二 人物一 父子 战死 处,1
 三国 末年 魏兵 入 蜀 人物二 人物一 父子 守城 拒敌 掘井 汲水 之用 遂 井 名为 诸葛 井,1
 一年 公元前 年 历史 走向 同年 人物二 驾崩 赵高 将会拟 假照 赐死 仁义 人物一 立 胡亥 为帝,1
 临夏 太子 寺 临夏州 广河县 县城 有座 名叫 太子 寺 千年 古刹 寺 祀奉 人物二 之子 人物一,1
 太子 寺 临夏 太子 寺 临夏州 广河县 县城 有座 名叫 太子 寺 千年 古刹 寺 祀奉 人物二 之子 人物一,1
 前 年 人物二 死 赵高 合谋 伪作 始皇 诏书 逼迫 始皇 长子 人物一 自杀 立少子 胡亥 二世 皇帝,1
 前 年 人物二 死 赵高 合谋 伪作 始皇 诏书 逼迫 始皇 长子 扶苏 自杀 立少子 人物一 二世 皇帝,1
 公元前 年 人物二 病死 人物一 即位 秦二世 皇帝,1
 一年 公元前 年 历史 走向 同年 人物二 驾崩 赵高 将会拟 假照 赐死 仁义 扶苏 立 人物一 为帝,1
 公元前 年 冬天 人物二 南巡 丞相 李斯 皇子 人物一 随行 钱塘江 上会 稽 祭 大禹,1
 年 拜 人物二 之子 人物一 先生 为师 成为 近 半个世纪 唯一 梅派 男旦 继承人,1
 年 人物二 剧团 人物一 配戏,1
 年 拜 艺术大师 人物二 之子 京剧 艺术家 人物一 先生 为师 成为 近 半个世纪 唯一 梅派 乾旦 继承人,1
 年 毕业分配 人物二 京剧团 人物一 梅葆玥 李玉芙 合作 演出,1
 年 雷雨 饰 人物二 人物一 导演 北京人艺 顾委,1
 嘉靖 四十年 疏 弹劾 人物二 人物一 父子,1
 嘉靖 四十一年 年 杨继盛 死后 七年 人物二 倒台 其子 人物一 斩首,1
 盗匪 县令 内容简介 明万历 年间 人物二 人物一 下台,1
 嘉靖 四十一年 年 严党 劾 人物二 削职 人物一 处死 沈炼 一案 得以 昭雪,1
 剧情简介 明代 嘉靖 年间 人物二 人物一 父子 操控 朝政 恶名 远播,1
 嘉靖 年间 人物二 人物一 父子 专权 乱政,1
 年 好莱坞 电影明星 人物二 之子 人物一 出生,1
 一年 秦穆公 听 人物二 蹇 叔 良臣 劝阻 一意孤行 命令 人物一 率领 秦军 千里 远 征伐 郑,1
 年 胡同 王爷 人物二 林永健 邓婕 郑家榆 人物一,1
 这件 事情 不禁 笔者 想到 多年 前 人物二 邓婕 之子 人物一 殴打 在校 女 大学生 事件,1
 幕后 制作 共同 出演 少年 嘉庆 人物二 人物一 父子 第三次 合作,1
 年 少年 嘉庆 人物二 王刚 黄维德 人物一 郑家榆,1
 童谣 事件 指 发生 年 人物二 之子 人物一 打人 事件,1
 身世 之谜 关樾 公元 年出 生于 荆州 八岁 那年 人物二 败走麦城 其父 人物一 俱死于 沮,1
 年 麦城 之战 人物二 人物一 星彩,1
 东汉 末年 名将 人物二 之孙 人物一 赵氏 之子 记载 仅 部分 地方志 史书 记载,1
 今址 年 左右 拆 年 重修 关帝庙 祭祀 三国 名将 人物二 人物一 周仓,1
 关樾 身世 之谜 关樾 公元 年出 生于 荆州 八岁 那年 人物二 败走麦城 其父 人物一 俱死于 沮,1
 这是 陈寅恪 王国维 先生 投水 自沉后 两周年 写 纪念 碑铭 王国维 纪念碑 碑式 人物二 之子 人物一 设计,1
 百年 才子 下集 人物二 人物一 梁漱溟 传,1
 公元 年 人物二 崩于 翠微 宫 唐高宗 人物一 即位,1
 李元婴 ― 年 唐高祖 李渊 第二十二 子 人物二 之弟 唐高宗 人物一 之叔 其母 柳 宝林,1
 ― 年 人物二 第七 子 唐高宗 人物一 异 母兄 母王氏,1
 三年 仇人 人物二 驾崩 其子 人物一 即位,1
 毛新宇 年 出生 人物二 唯一 嫡孙 人物一 邵华 之子 祖籍 湖南 韶山,1
 年 人物二 杨开慧 次子 人物一 逝世,1
 年 次女 邵华 人物二 次子 人物一 结婚,1
 年 人物二 人物一 父子 得以 重逢,1
 年 朝鲜民主主义人民共和国 国防委员会 委员长 人物二 三子 人物一 出生,1
 游园 惊梦 似水流年 人物二 人物一 故居,1
 这座 拥有 近 百年 历史 建筑 人物二 人物一 父子 居住 名噪 上海 亲切 称为 白公馆,1
 年 北京 奥运会 人物二 长子 人物一 亲自 郭晶晶 颁奖 场面 惹 热议 无数,1
 民国初年 方 谷园 归章家 其女 章兰 娟 嫁妆 归属 钱王 后裔 人物二 当代 著名 科学家 人物一 父,1
 刘和贵 年 年 男 临高县 人偶 戏 演员 饰演 人物二 人物一 狄青 海瑞 角色 最为 出色 观念 传颂 不衰,1
 相传 当年 人物二 子 人物一 打雁 为生 地方,1
 赤乌 十三年 年 人物二 终于 决定 废除 孙和 太子 之位 孙和 幽禁 起来 人物一 赐死,1
 赤乌 十三年 人物二 废太 子孙 人物一 赐死 党霸构 罪 处死,1
 赤乌 十三年 公元 年 人物二 废 孙和 改立七子 孙亮 太子 赐死 人物一 诛杀 全寄 党羽,1
 年 清光绪 二十四年 戊戌 岁 戊戌变法 失败 人物二 人物一 革职,1
 年长 岳父 沈瑜庆 游 武昌 结识 赞同 维新 变法 人士 人物二 人物一 父子,1
 年 光绪 三十二年 湖南 工商界 追念 人物二 父子 推行 新政 振兴实业 奏请 为宝 箴塑 铜像 人物一 授宫职 被断 拒绝,1
 公元前 年 人物二 驾崩 岁 人物一 被立 秦王,1
 公元前 年 人物二 初置 太原 郡 治所 晋阳 人物一 统一天下 三十六 郡,1
 三年 人物二 病卒 十三岁 太子 政 继位 后来 人物一 吕不韦 尊称 仲父,1
 西汉 末年 担任 南顿 河南 项城 县令 娶 人物二 之女 人物一 汉光武帝 刘秀之 父,1
 西汉 末年 担任 南顿 河南 项城 县令 娶 人物二 之女 人物一 生 刘縯 刘仲 刘秀,1
 隋朝 大业 十年 年 英年早逝 年 十六 唐高祖 人物二 追封 为卫王 后世 避讳 清 康熙帝 玄烨名 改称 人物一,1
 异域 兴唐 传 内容简介 隋朝 末年 一代 奇人 袁天罡 发现 人物二 三子 人物一 身具 绝代 帝王 之气,1
 前 年 人物二 告老 人物一 继立,1
 妹 孝康章 皇后 年 年 康熙帝 生母 人物二 子嗣 长子 人物一,1
 武定 三国 内容简介 世界 顶尖级 特工 兼 年轻 物理学家 李坏 穿越 灵魂 附身 益州牧 人物二 次子 成为 人物一,1
 ― 公元前 年 汉高祖 人物二 之孙 人物一 刘友 之子 西汉 诸侯王 封赵王,1
 河北 永年 人物二 从学于 陈家沟 陈长兴 其子 人物一 其孙 杨澄甫 陈式 太极拳 基础 创编 发展 杨式 太极拳,1
 洪武 二十五年 年 人物二 即位 人物一 封为 靖安 君,1
 公元前 年 人物二 去世 其子 人物一 继位,1
 年 三国 时期 蜀汉 牙 门将 人物二 次子 人物一 之弟,1
 一年 人物二 被害 人物一 即位,1
 前 年 田成 子 田恒 唆使 大夫 鲍牧 弑 杀 人物二 立 公子 壬为 国君 人物一,1
 建武 十七年 公元 年 其父 人物二 去世 人物一 嗣位,1
 年 人物二 逝世 其子 人物一 继任 校长,1
 贞元 十九年 长安 入 秘书 省 任校书 郎后 太子 宾客 人物二 之女 人物一 成 结婚 蒲城 女子 遂 抛弃,1
 贞元 十九年 稹 娶 太子 少保 人物二 季女 人物一,1
 延年益寿 丁春秋 人物二 南海 鳄神 游坦之 人物一 木婉清 扫地 神僧 元元 大师 乔峰 玄慈 慕容复 鸠摩智,1
 光启 二年 年 人物二 病逝 其子 人物一 部将 刘经 拥立 藩帅,1
 四十年 姜 桂枝 得知 人物二 瓦岗 聚义 便携 子 人物一 孙儿 罗焕 到瓦岗 认父,1
 四十年 瓦岗寨 史大奈 尤俊达 龙口 村借 粮 姜桂芝 得知 人物二 瓦岗寨 遂 带子 人物一 孙 罗焕 投瓦岗 以求 团聚,1
 回国 清华大学 国学 研究院 预科 旁听 一年 人物二 人物一 细心 指导,1
 年 著名演员 人物二 之子 人物一,1
 同年 吴大帝 人物二 逝世 太傅 诸葛 恪 掌权 希望 诸王 居住 长江 江边 战略要地 人物一 迁居 豫章,1
 东汉 末年 人物二 之子 人物一,1
 欧阳伦 生平 简介 欧阳伦 进士 出身 洪武 十四年 年 娶 明太祖 人物二 马皇后 嫡出 人物一 为妻 官至 都尉,1
 年 人物二 派 人物一 隋朝 朝贡,1
 升平 四年 年 朝廷 封 人物二 南郡 公 原有 爵位 临贺 郡 公降 县公 封授 子 人物一,1
 年 人物二 之子 人物一 农民 丞相 李丕瑞 辅佐 登基 湖南 醴陵 农村 复国 旋 县公安局 镇压,1
 魏黄初 六年 人物二 改 封陈王 人物一 邯郸 王 国都 邯郸市 丛台区,1
 公元前 年 人物二 嬴 任好 召 姬重耳 由楚 秦 人物一 嫁给,1
 年 白衣少侠 陈玄机 锦衣卫 击昏 醒来时 看见 人物二 之女 人物一 便 一见钟情,1
 宋共公 年 公元前 春 执政 大夫 华元 鲁国 说亲 人物二 之女 人物一 嫁给 宋共公,1
 急子 成年 之后 卫宣公 娶 齐国 国君 人物二 长女 人物一 为妻,1
 天顺 八年 年 人物二 去世 其子 人物一 即位 明宪宗,1
 朱见泽 年 ― 年 明代 藩王 明英宗 人物二 第六 子 明宪宗 人物一 母弟 母孝肃 皇后 周氏,1
 天顺 七年 年 明英宗 人物二 下旨 十五岁 皇太子 人物一 选妃 十四岁 钟英 应选 入宫,1
 孝肃 皇后 世纪 年 周氏 明英宗 人物二 贵妃 明宪宗 人物一 生母 昌平,1
 年 克烈部 遭 铁木真 攻打 人物二 人物一 败退 逃亡,1
 年 人物二 铁木真 势力 迅速 扩大 感到 不安 春季 派遣 其子 人物一 进攻 部落,1
 公元 年 克烈部 铁木真 并吞 领袖 人物二 之子 人物一 逃奔 西夏,1
 年 人物二 退位 亲义 满 人物一 即位,1
 使用 永德 年号 时代 北朝 天皇 人物二 人物一 南朝 长庆 天皇 后龟山天皇,1
 前 年 晋惠公 十二年 人物二 去世 竖 刁 发起 内乱 人物一 即位 诸侯 军队 多次 侵犯 齐国 内忧外患 霸权,1
 前 年 晋惠公 十二年 人物二 去世 人物一 即位 齐国 发生 内乱,1
 同年 人物二 去世 其子 人物一 即位,1
 年 二十九岁 靖 蓉 寻找 黄药师 巧遇 人物二 之子 人物一 武修文 杨康之 子 杨过,1
 边口城 始建 于明初 史书 记载 明洪武 二年 春 大将军 人物二 常 峪口 病故 其子 人物一 承 其父 业 继续 统兵 证讨 朔方,1
 前 年 人物二 死 姬凿 继位 人物一,1
 公元 年 杨广 篡位 祖父 人物二 伸 正气 当朝 骂 殿 满门抄斩 其父 人物一 乃举 南阳 关 十万 兵反 隋,1
 永乐 元年 明成祖 封 人物二 之子 人物一 靖江 王 禄视 郡王 官 属 亲王 之半,1
 年 岁 儿子 马九斤 戴 三斤 人物二 之女 人物一 结婚,1
 年 岁 儿子 戴 三斤 人物二 之女 人物一 结婚,1
 荀首 概述 荀首 约 公元前 年 公元前 年 人物二 之孙 人物一 之子 荀林父 幼弟,1
 年 担任 党委书记 逾 四十 载 人物二 宣布 退休 其四 子 人物一 选举 接任 华西村 党委书记 一职,1
 世纪 年代 出身 没落 皇族 之家 新 女性 佟毓婉 救命之恩 寄情 勇士 周霆琛 被迫 奉 父母之命 嫁给 实业家 人物二 之子 人物一,1
 年 人物二 三十三 人物一 六岁,1
 年 年 朝鲜 太宗 人物二 成为 太上 王 掌握 其子 朝鲜 世宗 人物一 军事 权 政治 权,1
 黄美珍 年长 人物二 岁 婚后 两人育 两子 两女 长子 邵维铭 次女 人物一 三女 邵素云 邵维钟,1
 公元前 年 人物二 去世 其子 人物一 继位,1
 河清 三年 公元 年 其父 人物二 去世 人物一 承袭 平阳 王 爵位,1
 年 人物二 第九 子 人物一 订婚,1
 圣 当年 出 许都 人物二 捎 书 人物一 露机 小人 姓 胡 胡撰 胡书 胡氏 撰书 答 圣恩,1
 前 年 年轻 人物二 死后 其子 赵成 继立 人物一,1
 年 人物二 感怀 杨秀清 第五 子 人物一 过继 袭爵 幼东王,1
 公元前 年匡王 故世 人物二 之子 人物一 继位,1
 县志 载 明 弘治 年间 重修 建有 人物二 祠 人物一 祠 天皇 堂 罗汉洞 吕祖洞 唐太宗 读书处 十多座 古建筑 统称 上阁 寺,1
 早 几年 前 万历 皇帝 讨 人物二 欢心 许愿 将来 封 人物一 太子,1
 太子 阁 当年 刘备 屯兵 新野 时 人物二 所住 阁楼 太子 阿斗 蜀 后主 人物一 出生 得名 太子 阁,1
 年 歌星 人物二 结婚 育有 一女 人物一,1
 年 以后 人物二 人物一 母子 鲁迅 遗物 手稿 捐献 国家,1
