sent,hard_match
 人物一 人物 经历 人物一 人物一 武三通 武三娘 生 父母 希望 弟弟 人物二 弃武 从文 涉身 险恶 江湖,0
 武三娘 神雕侠侣 中 人物 武三通 之妻 人物一 人物二 母亲 武三通 吸毒 死,0
 杨过 从华山 下来 英雄 大会 途中 破庙 见到 人物一 神色 剽悍 举手投足 之间 精神 十足 人物二 轻捷 灵动 东奔西走 没 一刻 安静,0
 人物二 人物 评价 第一章 介绍 摔破 额角 叫做 人物一 哥哥 弟弟 叫做 人物二,0
 ⑥ 人物一 人物二 长兄 年 年 年 月 日 年 月 日任 两广总督,0
 光绪 五年 曾国藩 死后 年 传忠 书局 刻印 人物一 人物二 编校 曾文正公 家书,0
 光绪 八年 人物一 湖广 总督 人物二 任直隶 总督 兼 北洋 大臣 张荫桓 芜湖 关 道,0
 李国秦 民国 名媛 人物二 侄孙女 其父 人物二 大哥 人物一 第七 子 李经 沣,0
 光绪 五年 年 传忠 书局 刻印 门人 人物一 人物二 编校 曾文正公 家书 一直 流传 现在,0
 李文安 曾国藩 同年 登科 并令 其子 人物一 人物二 拜 曾国藩 为师,0
 光绪 五年 年 曾国藩 死后 年 传忠 书局 刻印 人物一 人物二 编校 曾文正公 家书,0
 上方 高悬 五方 横匾 正中 匾额 色正芒 寒 四个 大字 人物二 之兄 人物一 所题,0
 清人 人物二 哥哥 人物一 家书 中说 体气 多病 得名 文集 静心 读 足以 养病,0
 长期以来 人物一 人物二 认为 晚清 反面人物 特别 人物二 认为 千古罪人 供奉 人物一 人物二 牌位 属 大胆 举动,0
 人物一 公元 年 肥东县 磨店 人物二 长兄,0
 人物二 人物一 兄弟俩 一同 追忆 艰苦 岁月 艰苦 镜头,0
 年 拍摄 智慧 风暴 导演 王冀邢 主演 人物二 人物一 中央电视台 播出,0
 人物一 执导 郭晓 冬 人物二 江一燕 主演 年 月 日 中国 大陆 上映,0
 年 出演 人物一 人物二 高惠彬 王卫国 主演 都市 情感 剧 智慧 风暴,0
 人物一 艺人 人物二 兄弟 警员 专修班 二十 期 毕业 出 生于 中国台湾 一名 警员 任职 台北市 警局 大安 分局 新生南路 派出所,0
 人物二 历史 年表 人物二 三国 时 涿 郡 张飞 次子 人物一 之弟 官至 侍中 尚书 人物二 仆射,0
 人物一 弟妹 人物二 官至 侍中 尚书 仆射,0
 人物一 栾布 列传 记述 人物一 栾布 二人 生平事迹 外 记载 人物二 丁公 事迹,0
 人物一 弟 人物二 气盖 关中 遇人 恭谨 任侠 方 数千里 士皆争 死,0
 史记 人物一 栾布 列传 人物一 弟 人物二 气盖 关中 遇人 恭谨,0
 人物二 史料 人物一 弟 人物二 气盖 关中 遇人 恭谨 任侠 方 数千里 士皆争 死,0
 人物一 弟弟 名叫 人物二 勇气 胜过 关中,0
 史料 人物一 弟 人物二 气盖 关中 遇人 恭谨 任侠 方 数千里 士皆争 死,0
 人物一 弟弟 人物二 任侠 方圆 千里 的士 争着 死 少年 经常 名义 行侠 当时 人物二 以勇 人物一 以诺 闻名 关中,0
 介绍 日月 人物一 人物二,0
 人物一 人物二 邓智伟 叶肇 中监,0
 年 人物一 香港 歌手 演员 人物二 双生 兄弟,0
 年 人物二 香港 歌手 演员 人物一 双生 兄弟,0
 林峰 徐子珊 林欣彤 携 胡鸿钧 人物一 人物二 谢东闵 倾力 演出 节目主持 年 西湖,0
 林峰 徐子珊 林欣彤 携 胡鸿钧 人物一 人物二 谢东闵 倾力 演出 人物一 节目主持 年 西湖,0
 人物一 人物二 曲 编 邓智伟 叶肇 中监,0
 年 月 横店 拍摄 历史 英雄 传奇 剧 隋唐演义 剧中 饰演 人物二 失散多年 同父异母 兄弟 人物一,0
 姜松 人物一 字 永年 姜家 枪法 第一 绝 罗家 枪 姜 家传 人物二 同父异母 哥哥,0
 隋唐演义 人物 姜松 人物一 字 永年 姜家 枪法 第一 绝 罗家 枪 姜 家传 人物二 同父异母 哥哥 隋唐演义 里 一绝,0
 人物二 人物一 没有 成年 儿子 较量 胜 不易 完败 人物一 足见 人物一 武艺,0
 单田芳 版 隋唐演义 中 人物二 人物一 没有 成年 儿子 较量 胜 不易 完败 人物一 足见 这位 英雄 武艺,0
 人物一 人物 简介 前 年 孟僖子 临终 之前 人物二 人物一 孔子 老师,0
 岁 公元前 年 鲁昭公 二十四年 人物二 人物一 学礼于 孔子,0
 两个 儿子 人物二 何忌 人物一 说 拜 孔子 为师 学习 礼仪,0
 前 年 孟僖子 死 嘱咐 二 子 人物二 人物一 师侍 孔子,0
 鲁昭公 二十四年 公元前 年 人物二 人物一 学礼于 孔子,0
 孟 孙氏 人物一 仲孙阅 人物一 姬姓 鲁国 南宫 氏 名阅 说 一名 绦 谥敬 孟僖子 儿子 人物二 弟弟,0
 前 年 孟僖子 临终 之前 人物二 人物一 孔子 老师,0
 鲁昭公 二十四年 前 年 孟僖子 临终 之前 人物二 人物一 孔子 老师,0
 人物 简介 前 年 孟僖子 临终 之前 人物二 人物一 孔子 老师,0
 人物二 基本 信息 鲁昭公 二十四年 前 年 孟僖子 临终 之前 人物二 人物一 孔子 老师,0
 师事 出处 左传 昭公 七年 人物二 人物一 师事 仲尼,0
 人物二 奥运冠军 人物一 胞弟 世界 青年 跳水 锦标赛 冠军 年 进入 广东省 体育运动 技术 学院,0
 广东队 人物一 人物二 兄弟 组合 一度 名列前茅 最后 一轮 比赛 中 人物二 出现 重大 失误 平 趴入 水 仅得 零分 何氏 兄弟 无缘 奖牌,0
 人物一 家庭成员 人物一 胞弟 人物二 中国跳水队 队员,0
 年 月 日 人物二 辽宁 全运会 跳水 男子 单人 米板 获得 银牌 人物一 夺得 金牌 兄弟俩 包揽 金银牌 一时 传为佳话,0
 年 月 日 中午 跳水 奥运冠军 人物一 弟弟 人物二 微博 透漏 嫂子 终于 生 母子 平安,0
 五轮 战罢 人物二 反超 人物一 排 第一位 人物一 列 第二 孙知亦 排 第三,0
 明 罗贯中 三国演义 第三十四回 人物一 隔屏 听 密语 刘皇叔 跃马 过檀溪 人物二 引军 赶到 溪边 大叫 使君 何故 逃席,0
 人物一 二 公子 正在 等候 刘备 答覆 诸葛亮 表示 翻阅 过去 数年 税收 纪录 发觉 收到 户税 上缴 更 暗示 人物一 弟弟 人物二 中饱私囊,0
 本集 叙 荆州 刘表 死后 人物一 人物二 伪造 遗嘱 立 次 子刘琮 继任 荆州 太守 曹操 大军 进攻 荆州 人物一 献城 投降,0
 人物一 艺术形象 人物一 文学 形象 小说 三国演义 中 人物一 荆州 刺史 刘表 后妻 刘琮 生母 人物二 之姐,0
 人物一 人物 生平 荆州 刺史 刘表 后妻 刘琮 后母 人物二 之姐,0
 年 电视剧 乾隆 事 导演 主演 余少群 郭珍霓 人物二 人物一,0
 年 因受 其弟 人物二 影响 人物一 考入 第十一 期 无线 艺员 训练班 学习 表演,0
 新 乱世佳人 范小天 马中骏 执导 古装 言情剧 由恬 妞 人物一 人物二 邱月清 主演,0
 阉夫 奇案 之情 劫 一部 年 上映 香港电影 杨晶 执导 人物二 人物一 主演,0
 人物一 社会活动 年 人物一 人物二 兄弟俩 赴 成都 两笔 万元 捐赠 款 交给 四川 慈善 总会,0
 香港 无线 五虎将 人物二 辉煌 不再 处境 尴尬 人物二 胖多 半秃 头顶 看上去 哥哥 人物一 老 很多,0
 刘德华 梁朝伟 黄日华 苗侨伟 称为 八十年代 人物二 无线 五虎将 其兄 香港 著名演员 人物一,0
 年 月 日 戴军 人物一 人物二 王喜 周艳泓 李斯 丹妮,0
 年 月 日 何晟铭 人物一 人物二 江西 新建县 联 圩镇 圩 小学 学生 捐资助学 献爱心,0
 人物一 弟弟 人物二 同年 一起 上学 高中毕业 一家 船务 公司 做 三年 职员,0
 岁 时 陈小春 人物一 人物二 王敏德 孙悦 尤勇 众多 明星 参加 集 大型 连续剧 重拳出击 拍摄 剧中 饰演 珠珠,0
 张国强 命令 职业杀手 人物二 杀 邱玉茹 邱玉茹 追杀 时 幸运 得到 人物一 相救 歹徒 仍然 步步进逼 不肯 放过,0
 年 乾隆 事 饰 张廷玉 主演 余少群 人物二 人物一 郭珍霓 覃 文静 导演 李力安,0
 杨文军 主要 作品 杨文军 电视剧 年 新 乱世佳人 主演 恬妞 人物一 人物二,0
 社会活动 年 人物一 人物二 兄弟俩 赴 成都 两笔 万元 捐赠 款 交给 四川 慈善 总会,0
 冰上 交易 年 上映 韩国 电影 人物一 执导 黄政民 人物二 主演,0
 人物二 演艺 经历 年 人物二 哥哥 人物一 影片 没好 死 出 道,0
 月 日 林元熙 人物二 孔孝珍 主演 电影 打抱不平 韩国 首映 人物一 执导,0
 年 马东锡 参演 人物一 执导 黄政民 人物二 刘海镇 主演 犯罪 电影 不当 交易,0
 街霸 前传 年 上映 韩国 动作 影片 人物一 执导 崔岷植 人物二 主演,0
 年 河正宇 人物二 全智贤 主演 人物一 执导 谍战 动作片 柏林 饰演 韩国 情报 特工 郑镇 秀,0
 ● 导演 人物一 弟弟 演员 人物二 片中 有着 令人 印象 深刻 客串演出,0
 年 月 人物一 执导 动作 电影 同伙 中 扮演 人物二 少年时代,0
 人物二 最终 采纳 田仲 提议 先 号令 烈 山堂 抢 朱家 之前 夺取 荧惑 之石 残片 人物二 成为 新任 农家 侠魁 集结 六堂 人物一 报仇,0
 祭拜 大当家 人物一 时 人物二 成功 请 农家 第一 智囊 人物一 长女 田言 出山 共谋 夺取 荧惑 之石,0
 人物二 提议 先 号令 烈 山堂 抢 朱家 之前 夺取 荧惑 之石 残片 人物二 成为 新 任侠 魁 集结 六堂 人物一 报仇,0
 贾府 四位 小姐 人物一 贾政 王夫人 生 人物二 同父 同母 姐姐 生日 大年初一 名 元春 进宫 妃,0
 人物二 原本 取意 院中 种有 海棠 芭蕉 题 红香绿 玉 人物一 省亲 时 改作 怡红 快绿,0
 人物一 中国 古典小说 红楼梦 中 人物 金陵 十二钗 贾政 王夫人 所生 长女 人物二 姐姐 贾府 通称 娘娘,0
 红香绿 玉是 红楼梦 中 男主角 人物二 住所 又名 怡红院 人物一 省亲 而盖 大观园 中 雍容华贵 富丽堂皇 院落,0
 八十回 人物一 史湘云 嫁 人物二 说 辨 林黛玉 之死 人物二 真的 悬崖撒手,0
 人物一 一手 抚养 亲 弟弟 人物二 一个 未成年 孩子 人物一 没有 传命 只能 站 室外 所谓 无谕 外 男 不敢 擅入,0
 人物二 不可 得杂 当初 夏侯玄 人物二 兄长 人物一 朋友,0
 人物一 夏侯玄 人物一 母亲 面前 宴饮 时 人物一 弟弟 人物二 外面 回来 一直 进入 堂屋 门口,0
 人物一 夏侯玄 人物一 母亲 面前 宴饮 时 人物二 外面 回来 一直 进入 堂屋 门口,0
 香港 曾于 年 月 日 无线电视 翡翠台 闪电 传真机 节目 时段 首播 粤语 主题曲 人物一 人物二 演唱,0
 华人 新秀 歌唱 大赛 届 年 金奖 人物一 人物二 银奖 李美林 李玟,0
 年 人物一 人物二 演唱会,0
 许志安 跳槽 正东 年 人物二 人物一 跳槽 宝丽金 年,0
 人物一 人物二 年 年 年 转至 环球 唱片,0
 齐来 唱 新歌 人物一 人物二 儿歌 金曲 颁奖典礼 年度 陈奕,0
 人物一 人物二 两 兄弟 年 月 日至 日 香港 伊利 沙伯 体育馆 举行 第二 演唱会 二人 重唱 演唱会,0
 月 许亦妮 陈婉珍 何超云 陈山聪 庄思敏 人物一 人物二 出席 尖沙咀 酒店 举行 东华 三院 慈善 晚会,0
 元气 爆发 月 日 主题曲 元气 爆发 主唱 人物一 人物二 闪电 传真机 年 伙头 爸 月 日,0
 曾嘉莉 年 年 年 华星 唱片 结业 解约 组合 人物一 人物二 年 年 年 解约,0
 人物一 人物二 年 年 台湾地区 年 解约,0
 届 年 金奖 人物一 人物二 银奖 李美林 李玟,0
 元气 爆发 月 日 主题曲 元气 爆发 主唱 人物一 人物二 年 伙头 爸 月 日,0
 含义 仙剑 中 人物 人物一 人物二 李寿 父 李逍遥 祖父 李寒 空 后人,0
 李澜 含义 仙剑 中 人物 人物一 人物二 李寿 父 李逍遥 祖父 李寒 空 后人,0
 堂兄弟 中 人物一 人物二 王助 均 善书 闻名,0
 注 中间 二 行为 人物一 得示 帖 左边 两 行为 人物二 辱告 帖 选 淳化阁 帖,0
 人物二 六十四岁 一女 取名 陈一 称金 年方 八岁 人物一 五十多岁 男孩 取名 陈关保 年 七岁,0
 人物一 名著 西游记 中 人物 车迟 国元 会县 陈家庄 人士 一弟 人物二,0
 迎面 见 灯火 问讯 陈家庄 人物二 人物一 兄弟 做 斋 事,0
 人物二 哥哥 人物一 曾经 李莫愁 有过 一段 暧昧之情 李莫愁 人物一 何沅君 一起 刺激 变得 心狠手辣,0
 年 古天乐 版 神雕侠侣 中 人物一 却成 陆无双 爹 何沅君 成 陆无双 娘 人物二 陆二娘 均 未 提及,0
 象山 影视城 陆家庄 陆家庄 神雕 中是 人物一 人物二 两 兄弟 庄院 小说 第一回 中 写道 故事情节 这府院 发生,0
 杀 陆家满 门 折磨 人物二 古天乐 版 陈晓 版中 改为 人物一 之女 陆无双,0
 人物二 角色 设定 人物二 哥哥 人物一 曾经 李莫愁 有过 一段 暧昧之情 李莫愁 人物一 人物二 影视 形象 张,0
 年 古天乐 版 年 陈晓 版 神雕侠侣 中 人物一 却成 陆无双 爹 人物二 人物 未 提及,0
 陆家庄 陆家庄 神雕 中是 人物一 人物二 两 兄弟 庄院 小说 第一回 中 写道 故事情节 这府院 发生,0
 原著 明写 人物二 缺乏 应变 之才 人物一 机智 二者 互相 套用 实在 说 不通,0
 父亲 人物二 原著 父亲 人物二 电视剧 里 改成 人物一,0
 年 射雕 英雄传 中 饰演 铁掌 水上漂 人物二 饰演 人物一 年 刘德华 版 神雕侠侣 中 饰演 慈恩 人物二,0
 人物一 金庸 武侠小说 射雕 英雄传 中 人物 铁掌 帮 帮主 人物二 双胞胎 哥哥,0
 人物一 人物 家族 双胞胎 弟弟 人物二,0
 年 李亚鹏 周迅 一起 搭戏 武侠 电视剧 射雕 英雄传 中 饰演 两角 人物二 人物一,0
 最为 内地 观众 熟悉 形象 当属 年 射雕 英雄传 中 孪生兄弟 人物二 人物一,0
 最为 内地 观众 熟悉 形象 当属 无线电视 年 拍摄 射雕 英雄传 中 孪生兄弟 人物二 人物一,0
 人物一 金庸 武侠小说 射雕 英雄传 中 人物 铁掌 帮 帮主 人物二 双胞胎 哥哥 详见 版 射雕 英雄传,0
 之后 铁掌 帮便 人物二 帮主 成员 人物二 双胞胎 大哥 人物一 妹妹 裘千尺 完颜萍,0
 人物二 出身 平民 家庭 一个 重组 家庭 里 长大 十四岁 时 母亲 继父 遇 车祸 去世 继父 儿子 人物一 勉强 算作 一个 亲人,0
 人物二 伍媚 挡 中间 有小曦 一个 深深 爱着 伍媚 人物一,0
 人物一 角色 经历 人物一 老好人 人物二 哥哥 曾经 穷困潦倒 努力 创业 驰骋 商场 叱咤风云 最后 成 资产 亿 成功人士,0
 年 连体婴 人物一 人物二 兄弟 接受 分割 手术 重获 新生 成为 亚洲 首例,0
 个人经历 年 连体婴 人物一 人物二 兄弟 接受 分割 手术 重获 新生 成为 亚洲 首例,0
 天母国小 为人所知 校友 亚洲 首 分割 成功 连体婴 人物一 人物二 艺人 柳翰雅 阿雅 林佑威 中 许孟哲,0
 连体 双胞胎 切割 案例 年 月 日 台大医院 进行 男性 三腿 坐骨 连体 双胞胎 人物一 人物二 分割 手术,0
 年 带领 旗下 陈道明 胡军 演员 联手 人物一 人物二 合作 创建 华谊 文化 经纪 有限公司,0
 华谊 众多 明星 工作人员 两人 不少圈 中 好友 包括 大小 王总 华谊 总裁 人物一 人物二 冯小刚 导演 王菲 到场 祝贺,0
 华谊 广告 注册资本 万元 中 人物一 出资 万元 占 人物二 出资 万元 占 马云 持有 股权,0
 人物一 人物二 马云 江南春 鲁伟鼎 冯小刚 张纪中 李冰 冰 黄晓明 罗海琼 任泉,0
 人物一 人物二 兄弟二人 商业 互相 扶持 兄弟 在生活中 有着 精彩 生活,0
 公司 人物一 弟弟 人物二 合力 经营 故有 兄弟 一说 综合 阅为 兄弟 一家亲 中华 根连根,0
 王元也 家人 王元也 父亲 人物二 简介 父亲 人物二 现任 华谊 兄弟 传媒 集团 执行 总裁 金 人物一 人物二 牌 制片人,0
 人物二 人物一 华谊 兄弟 传媒 股份 有限公司 创始人,0
 司徒 青云 退隐 条件 恳求 文章 相助 搭救 司徒静 性命 人物一 人物二 从中作梗 坚决 处死 司徒静 快,0
 长子 人物一 次子 人物二 均 恒基 兆业 副 主席 中华 煤气 有限公司 董事,0
 最后 一段 更是 直接 说明 在场 多人 中 女主 人物一 真的 霍去病 生死 痛苦 焦虑 指明 人物二 外甥 生死 无动于衷,0
 卫长君 家中 长兄 三个 妹妹 三个 弟弟 卫君孺 人物一 卫子夫 人物二 卫步 卫广,0
 二姐 人物一 陈掌 有私 汉武帝 便 召来 陈掌 显贵 弟弟 人物二 升为 大中 大夫 之职,0
 人物一 角色 介绍 御兽 王者 第二部 中 出现 人物 宇文 锦辰 二 儿子 哥哥 宇文 弟弟 人物二 帅哥,0
 年底 人物二 大哥 人物一 一起 东莞 从事 加工 生产,0
 年 月 日 人物一 胞弟 龙昌 董事 经理 人物二,0
 岸田隆宏绘 角色 人设 图 人物一 人物二 圣边 琉璃 马克斯 桑德谢 尔特 田中汤姆,0
 注释 人物一 人物二 父 书中 未 交代 其名 今以 贾 太公 代之 称呼 贾公 是因为 贾母 丈夫 贾代善 世称 贾公,0
 荣国公 人物二 宁国公 人物一 弟弟 人物二 死后 儿子 贾代善 袭 爵位,0
 注释 人物一 人物二 父 书中 未 交代 其名 今以 贾 太公 代之 称呼 贾公 是因为 贾母 丈夫 贾代善 世称 贾公,0
 孙月言 见到 人物二 二姐 人物一 人物一 十分满意 孙月言,0
 人物 经历 剧中 由马 天宇 扮演 人物二 家住 琴川 一介书生 家境 殷实 二姐 人物一 养,0
 人物二 十分 爱护 教导 严厉 生活 中 扮演着 类似 母 人物一 张,0
 人物一 不愿 人物二 襄铃有 纠缠 便 请求 孙月言 嫁给 人物二 二人 风晴雪 商议 之下 决定 抛绣球 招亲,0
 人物一 孙月言 正 担心 人物二 见 欧阳少恭 带 假巽芳 人物二 回来,0
 人物二 特点 常家 兄弟 身材 相貌 完全 哥哥 眼角 一粒 黑痣 起名叫 做 人物一 弟弟 没痣 人物二,0
 人物一 人物二 天下 掌门人 大会 中 救人 倏来 倏去 神出鬼没 书剑 中 没有 精彩 片段,0
 飞狐 外传 中有 双生 兄弟 三对 倪不大 倪不小 人物一 人物二 马春花 福康安 所生 一对 双生子,0
 年 人物一 人物二 假期 泰国 旅行 时 发生 翻车 意外,0
 组合 个人 生活 人物一 人物二 岁 之前 特别 胖 之后 弟弟 人物二 变成 特别 组合 写真 张,0
 人物一 个人 生活 人物一 人物二 双胞胎 兄弟 兄弟二人 运动员 出身,0
 人物一 演艺 经历 年 双胞胎 弟弟 人物二 参加 香港 超级 巨声 进入 十强 获得 最佳 巨声 组合 奖,0
 年 月 人物一 弟弟 人物二 假期 泰国 旅行 时 发生 翻车 意外,0
 年 月 人物二 哥哥 人物一 假期 泰国 旅行 时 发生 翻车 意外 子杰 伤势 严重 留医 观察,0
 岁 之前 人物一 人物二 特别 胖 哥哥 人物一 体重 最重 达到 多斤,0
 组合 成员 人物一 人物二 原 一对 年轻 双胞胎 兄弟 获得 年 十强 最佳 巨声 组合 奖,0
 后来 香港 之前 人物一 人物二 练 体育 人物二 练 马拉松 人物一 排球,0
 人物一 综述 人物二 青年时代 人物一 弟弟 亲事 操着 心 一手 促成 人物二 婚姻,0
 人物二 倒 日本东京大学 讲坛 上后 人物一 不顾 年迈体弱 坚持 机场 迎接 胞弟 骨灰,0
 十年浩劫 结束 人物一 不顾 年事已高 一次 踏上 北上 列车 人物二 大儿子 华俊 东 夫妇 生活 一起,0
 解放初期 人物二 刚 美国 回到 祖国 人物一 即刻 北上 照料 几个 子女 人物二 专心 一致 工作,0
 台语 闽南语 年初 美国 洛杉矶 来到 台湾 人物一 人物二 林智文 组成,0
 梦 中 情人 人物二 麻吉 人物一 麻吉,0
 人物二 人物一 弟 人物一 死后 统领 人物一 军队 因罪 夺兵,0
 人物二 哥哥 人物一 儿子 比贵理 年长 一岁 学长,0
 人物一 中国 四大 古典名著 水浒传 里面 人物 人物二 之兄,0
 画展 之初 前来 参观 并不多 人物一 欧辰 珍恩 每天 大多数 人物二 生前 老师 好友 同学,0
 人物一 演艺圈 打拼 弟弟 人物二 一病不起 一个 意外 人物二 死 手术台上 原因 竟是 洛熙,0
 出自 泡沫 之夏 Ⅰ 喜欢 人物一 泡沫 之夏 人物二 姓名 人物二,0
 一天 夏 老板 来到 画展 沉默 一幅 人物二 自画像 前 凝视 将近 半天 时间 人物一 说 买下 这幅 画,0
 人物一 基本 资料 人物一 字君章 人物二 弟 濮州 鄄城,0
 六 兄弟 中 人物一 人物二 关系 最好 最受 人物二 敬重 关爱,0
 人物二 三兄 人物一 病 辞去 徐州 兵备道 职 人物二 接到 洹 村 同住,0
 光绪 十一年 人物二 驻 朝鲜 总理 交涉 通商 事宜 大臣 人物一 朝鲜 阅 时务 知 交涉 事宜,0
 黄美珍 年长 邵逸夫 岁 婚后 两人育 两子 两女 长子 邵维铭 次女 人物一 三女 邵素云 人物二,0
 明义 字 斋 满洲 镶黄旗 富察氏 人物二 二兄 人物一 之子 大约 生于 乾隆 初年 可能 曹家 关系,0
 人物一 人物二 人物二,0
 连环画 人物一 人物二 入选 第六届 全国 美展 中国画 作品 春到 肇家滨 合作 黑天鹅,0
 高岚 代替 小月 死 人物二 恢复 青春 玉漱 公主 离奇 复活 人物一 爱成 恨 转身 成为 恶魔 吕素 离奇 出现,0
 人物二 人物一 一对 兄弟 偶然间 发现 一个 神秘 盒子 小川 传送 年前 秦国 大川 留在 现代,0
 姜桓楚 人物一 纣王 无端 杀害 人物二 悲愤交加 自立 东伯侯 竖起 反商 大旗 八百 路 诸侯 中 第一个 造反,0
 人物一 范源 廉 著名 化工 专家 人物二 长兄 生于 年 卒 年 湖南 湘阴 梁启超 得意门生,0
 月 日 蔡小虎 罗时丰 人物一 人物二 妈妈,0
 人物二 事 难免 做 偏颇 巧妙 决绝 方式 永远 隔开 人物一 唯一 仅存 兄弟 情谊,0
 人物一 现名 齐桥 桥 年 月 日 出生 祖籍 陕西 富平县 中共 元老 习仲勋 之女 人物二 姐姐,0
 两口 相差 半载 年纪 人物二 秀雅 文静 人物一 却是 十分 活泼 两个 性格 截然不同,0
 少年 发誓 决计 不会 姑姑 独守 十六年 寂寞 李莫愁 闲身 空恨 不会 人物二 人物一 苦熬 年华,0
 人物二 人物一 心系 杨过 流露 情意 郭芙因 前事 人物一 怒气 郁积 久 忍不住 出言 讥嘲 黄蓉 喝止 作罢 郭 芙 众人 回 襄阳,0
