sent,hard_match
 家世 父亲 人物一 母亲 人物二 经营 红豆 食府 姐姐 蔡依伦 曾任 台湾 大爱 电视台 英文 主播,1
 家庭成员 爸爸 人物一 妈妈 人物二,1
 父亲 人物一 母亲 人物二,1
 人物一 说 希望 儿子 将来 孩子 妈妈 觉得 妻子 人物二 好看,1
 祁班孙 生平 简介 南京 巡按 反 清 名将 人物一 幼子 母 人物二 兄 祁理孙,1
 明末 抗清 义士 人物一 长女 姜廷 梧妻 其母 人物二,1
 生平 简介 南京 巡按 反 清 名将 人物一 幼子 母 人物二 兄 祁理孙,1
 人物一 人物二 夫妇 唯一 女儿 张传 彩 继承 私宅,1
 李林妲 女 妹妹 李宛妲 人物一 人物二 两个 女儿,1
 父亲 人物一 母亲 人物二,1
 张子嫣 出品人 人物一 制片人 人物二 女儿,1
 庾家 祖先 创办 亚细亚 烟草 公司 庾澄庆 祖父 庾恩锡 曾任 云南省 昆明 市长 父亲 人物一 政界 资深 人士 母亲 京剧 名伶 人物二,1
 新郎 父亲 珠联璧合 形容 人物二 人物一 婚姻,1
 葛优 父亲 人物一 电影演员 母亲 人物二 担任 北京电影制片厂 剧本 编辑,1
 人物一 唐代宗 生母 章敬 吴皇后 兄弟 娶 唐玄宗 第十六 女 人物二 为妻,1
 其父 人物一 唐代宗 生母 章敬 吴皇后 兄弟 娶 唐玄宗 第十六 女 人物二 为妻,1
 体操 名将 人物一 人物二 夫妇 女儿,1
 父亲 扒 王之王 餐厅 董事总经理 人物一 母亲 息影 艺人 人物二,1
 得知 女儿 香港 富商 公子 谈恋爱 人物二 母亲 担心 特别 知道 人物一 已经 岁 母亲 更 放心不下,1
 人物一 信誓旦旦 表白 之下 人物二 母亲 同意 婚事,1
 人物二 带 女儿 查 基因 前夫 人物一 恶语相向,1
 苗人凤 身临其境 指点 家传 秘学 胡家刀法 人物一 有如 父亲 人物二 亲自 学到 要诀 成长 重大意义 突飞猛进,1
 人物二 儿子 人物一 歌友会 爱 北京 天 亿 假日 歌友会 主持人,1
 著名 歌 二代 人物二 儿子 人物一,1
 牌照 宝马 车主 人物二 梦鸽 儿子 人物一,1
 家庭成员 父亲 吴仲裔 丈夫 华裔 美国 物理学家 袁家骝 人物二 次子 人物一 儿子,1
 眼下 正在 拍 王瑞 导演 电视剧 老城 饰演 人物二 二 儿子 人物一,1
 便是 世界 著名 高能 物理学家 美籍华人 袁家骝 人物二 二 儿子 人物一 之子,1
 人物一 读过 吕碧城 文章 早已 仰慕 才华 此番 不忍心 见 落难 立即 此事 告诉 父亲 人物二,1
 丈夫 华裔 美国 物理学家 袁家骝 人物二 次子 人物一 儿子,1
 人物二 儿子 人物一 现在 常来,1
 现在 人物二 儿子 人物一 闰 土 孙子 章贵 保持 联系,1
 墓穴 左右 各有 一棵 人物二 夫人 许广平 儿子 人物一 所植 桧柏,1
 人物一 父亲 人物二 更新 诠释,1
 考证 人物二 儿子 阿斗 人物一 墓 几座 大汉 皇帝 陵 东南 几里 地外,1
 两次 救出 人物二 儿子 人物一 称 单骑 救主,1
 赵云 轶事 典故 赵云 单骑 救主 单骑 救主 指 赵云 单枪匹马 救出 人物二 儿子 人物一 事情,1
 ② 指 人物二 儿子 人物一,1
 三国 时 蜀汉 人物二 伐 吴 失败 退守 郁闷 病笃 政权 儿子 人物一 托付给 丞相 诸葛亮 史 称 白帝城 托孤,1
 名气 很大 刚刚 上任 皇帝 人物二 儿子 人物一 送来 云顶山 学习,1
 知识 链接 人物二 两个 儿子 一个 刘封 一个 人物一,1
 人物二 人物一 儿子 事 诸葛亮 为父 诸葛亮 共仕,1
 人物二 儿子 蜀国 后主 人物一 名叫 阿斗,1
 带 现代 知识 纯阳 之体 成为 人物二 儿子 人物一,1
 这篇 比较 长 遗书 外 人物二 还给 儿子 人物一 留 一句 至关重要 汝 丞相 从事 事之如父,1
 世高 法师 名气 很大 连刚 皇帝 人物二 儿子 人物一 刘 阿斗 送到 云顶山 学习,1
 乐不思蜀 三国 时期 人物二 占据 蜀地 建立 蜀国 去世 儿子 人物一 继位,1
 单骑 救主 单枪匹马 救出 人物二 儿子 人物一 事情,1
 三点 理由 第一点 人物二 三个 儿子 人物一 刘永 刘理 老大 不行 老二 老二 不行 老三 这是 第一点,1
 后主 人物二 儿子 人物一,1
 父亲 安排 先 熟读 唐诗三百 首 千家诗 后读 陆游 纳兰性 德 诗词 人物一 研读 父亲 人物二 诗,1
 工作室 名 艺斋 人物二 儿子 著名画家 人物一 先生 题词,1
 人物二 故去 人物一 渐渐 体会 父亲 良苦用心 显眼 地方 亮出 父亲 题写 书斋 号,1
 娘娘 殿 财神 殿 东侧 配殿 建于 明代 供奉 人物二 夫人 胡氏 女儿 虎女 儿子 人物一,1
 三国演义 提到 人物二 儿子 关平 人物一 外 关索,1
 家谱 告诉 人物二 三个 儿子 关平 人物一 关索 亲生,1
 史书 记载 人物二 平与 人物一 两个 儿子,1
 历史 人物二 关平 人物一 两个 儿子,1
 拍电影 时 演 人物二 大儿子 人物一,1
 人物二 儿子 人物一 之死 胡亥 之立,1
 人物二 女儿 麻姑 公主 别看 脸上 因出 天花 麻子 心眼儿 太子 人物一,1
 辖区 名胜古迹 众多 最为 有名 建于 迎 新村 崞 山 之上 崞 山寺 相传 纪念 人物二 大儿子 人物一 功德 建,1
 听说 二世 皇帝 胡亥 人物二 小儿子 本不应 继位 继位 长子 人物一,1
 听说 秦二世 人物二 小儿子 应当 立 皇帝 应当 立 皇帝 公子 人物一,1
 听说 秦二世 人物二 小儿子 应该 继位 应该 继位 公子 人物一,1
 人物二 二十多个 儿子 长子 人物一 多次 直言 劝谏 皇帝 始皇 派 郡 监督 军队 蒙恬 将军,1
 一次 巡行 丞相 李斯 人物二 宠爱 小儿子 人物一 一同 前往,1
 人物二 死后 小儿子 人物一 继立 皇帝 称为 二世,1
 人物二 儿子 扶苏 之死 人物一 之立,1
 人物二 死后 小儿子 人物一 继位 称为 二世,1
 人物一 家族 成员 父亲 人物二,1
 人物二 小儿子 人物一 秦二世,1
 始皇 二世 人物二 儿子 人物一,1
 皮影戏 起源 很早 陇东 民间传说 人物二 儿子 人物一 生 下来 整天 啼哭 不止 一天,1
 人物二 死后 儿子 人物一 继位 终于 发生 指鹿为马 荒诞 事,1
 人物二 儿子 人物一 学 青衣 梅请 王幼卿 开蒙 女儿 梅葆玥 学 老生 请 李桂芬 开蒙 为的是 学 谭派 正宗 剧艺,1
 人物一 父亲 人物二 京剧 大师 母亲 福芝芳 满族 从小 学艺 主攻 工 青衣,1
 人物一 表示 父亲 人物二 教育 主要 言传身教 一辈子 恪守 做人 规范 爱国 忠诚 老实,1
 黛玉 虽不识 听见 母亲 说 大舅 人物二 之子 人物一 娶 二舅母 王氏之 内侄女 自幼 假充 男儿 教养 学名 王熙凤,1
 贾政 贾宝玉 呵斥 痛打 人物二 稍 不如意 揍 人物一 几下 贾珍 儿子 贾蓉 严厉 真 不算什么,1
 红楼梦 第三回 黛玉 不曾 识面 听见 母亲 说 大舅 人物二 之子 人物一 娶 二舅母 王氏 内侄女,1
 贾恩侯 简介 人物二 贾母 长子 人物一 迎春 父亲,1
 人物一 看望 人物二 女儿 托于 王夫人,1
 人物二 提出 惟一 要求 见 一见 儿子 人物一,1
 人物一 心里 没有 宝玉 存在 所有人 便 不同 父亲 人物二 更会,1
 当时 首辅 人物二 儿子 人物一 工部 左侍郎 专横跋扈 笼络 党羽 独揽大权 权倾 朝野 万民 切齿,1
 严云 人物二 曾孙 人物一 第二个 儿子 严绍庭 二子 字伯龙,1
 香 唾壶 明朝 奸臣 人物二 儿子 人物一 用姬 妾 嘴巴 当做 吐 唾液 唾壶,1
 臭名昭著 奸臣 人物二 坏 官 二代 儿子 人物一 手里,1
 人物二 儿子 人物一 十分 霸道 多次 无礼 忍气吞声,1
 明朝 奸臣 人物二 儿子 人物一 每晨 起身 痰 唾 很多 蒙眬 醒来 下床 唾壶 须 换 两三个,1
 儿时 人物一 父亲 人物二,1
 人物一 很小 接受 父亲 武术 训练 人物二 明确 地想 培养 成 武术 接班人,1
 人物二 儿子 人物一 死因 之谜,1
 人物二 安息 美国 西雅图 湖景 墓地 儿子 人物一 陪伴,1
 没想到 神秘 黑衣人 出现 武林大会 对外 宣布 神秘 身份 原来 神秘 黑衣人 人物一 未死 父亲 人物二,1
 家谱 告诉 人物二 三个 儿子 关平 关兴 人物一 亲生,1
 鲍三娘 丈夫 人物二 三 儿子 人物一,1
 人物一 家族 资料 父亲 人物二,1
 慕容熙 家庭成员 慕容熙 父亲 后燕 成武 帝 人物二 慕容熙 兄弟 清河 公 人物一,1
 小儿子 慕容麟 告密 人物二 阻拦 人物一 建议 父亲 投靠 前秦,1
 人物二 儿子 人物一,1
 人物一 父亲 提及 此事 人物二 征求 儿子 意见,1
 於 派遣 人物二 儿子 人物一 蹇 叔 儿子 西乞术 白 乞丙三 带兵 出发,1
 人物二 儿子 人物一 姓 百里 百里 视字 孟明 秦国 名将 立过 不少 战功,1
 没多久 人物二 儿子 人物一 投奔 秦国 秦穆公 拜 将军,1
 秦穆公 听 派 人物二 儿子 人物一 大将 蹇 叔 两个 儿子 西乞术 白乙丙 副将 率领 辆 兵车 偷偷地 郑国,1
 西汉 开国 皇帝 人物二 皇后 吕雉 女儿 称为 人物一,1
 觉得 挺 无聊 最后 弄 演员 角度 人物二 儿子 社会 角度 一个 靠爸 人物一 吸毒 爸 星 二代,1
 警方 证实 抓者 确为 人物二 儿子 人物一,1
 人物一 父亲 人物二 母亲 妻 罗秀春 继母 邓婕,1
 人物一 家庭成员 父亲 人物二,1
 隋唐演义 十三 杰 第七集 北平 王 人物二 儿子 燕山 公 人物一 手使 亮 银枪 胯下 骑 闪电 白龙驹,1
 人物二 既怕 见责于 秦氏 儿子 人物一 怕 众人 面前 有失 长者 尊严 矢口否认 姜桂芝 姻缘,1
 隋唐 时期 人物二 之孙 祖母 姜桂芝 罗松 之子 人物一 侄子 死 薛丁山 征西 儿子 罗平 女儿 罗盈,1
 人物二 青萝 女儿 人物一 义妹 货栈 桃之夭夭 老板,1
 民间 说法 人物二 儿子 人物一 亲生 生父,1
 历史 人物二 人物一 关兴 两个 儿子,1
 传记 人物二 儿子 人物一 弟弟 从小 体弱多病 一次 出征 保暖 措施 不到 家 感冒 病死,1
 关帝庙 位于 赵公明 财神 文化 景区 核心 区域 西侧 八柱 七间 悬 山顶 式 建筑 供奉 武财神 关帝爷 人物二 儿子 人物一 侍从 周仓,1
 家谱 告诉 人物二 三个 儿子 人物一 关兴 关索 亲生,1
 三国演义 提到 人物二 儿子 人物一 关兴 外 关索,1
 人物一 父亲 人物二,1
 人物二 组织 民主党 女儿 林徽因 女婿 人物一 熟悉,1
 祖父 人物二 父亲 人物一 母亲 林徽因,1
 人物二 临终前 亲撰 帝范 太子 人物一 讲述 君临天下 驾驭 万氏 方法 实际 教给 儿子 皇帝,1
 人物一 父母 父亲 人物二,1
 人物二 儿子 毛岸英 人物一,1
 家庭 里 人物二 夫人 江青 儿子 毛岸英 人物一 女儿 李敏 李讷 侄儿 毛远新 毛岸英 妻子 刘思 齐,1
 阅读 人物二 儿子 人物一,1
 人物二 嫡孙 人物一 邵华 儿子 无限 缅怀 爷爷 丰功伟绩,1
 当时 人物二 同住 夫人 杨开慧 儿子 毛岸英 人物一 毛岸龙,1
 堂屋 右边 第一间 房子 人物二 杨开慧 卧室 兼 办公室 两个 儿子 毛岸英 人物一 均 出 生于,1
 人物二 欣赏 这首 诗 亲自 背诵 笔录 下来 赠给 儿子 人物一 儿媳 邵华,1
 人物一 家庭成员 父亲 人物二,1
 多亏 人物二 计 大义灭亲 陈国 国君 手把 弑君 乱国 州 吁 儿子 助纣为虐 人物一 抓住 派 杀死,1
 人物二 恨 儿子 大逆不道 设计 陈国 陈桓公 除掉 州 吁 人物一,1
 令 人物二 没有 想到 儿子 人物一 竟然 与州吁 厮混 一起 经常 干 祸国殃民 坏事,1
 人物二 恨 儿子 大逆不道 设计 陈国 陈桓公 除掉 州 吁 人物一,1
 金与正 岁 人物二 夫人 高英姬 女儿 人物一 亲 妹妹,1
 藤本 健二说 人物一 篮球场 领导 能力 父亲 人物二 足球 教练 水平 还好,1
 母亲 洪一茜 人物二 子女 人物一 家 系,1
 媒体 称 表明 人物一 父亲 人物二 遗训 将会 继续 走上 先军 路线,1
 人物一 母亲 高英姬 尊称 平壤 母亲 人物二 确立 接班人 地位 之前 其母 金正淑 尊称 朝鲜 母亲 规格 如出一辙,1
 人物一 属于 那种 不服输 性格 性格 方面 父亲 备受 人物二 喜爱,1
 目前 委员会 委员长 朝鲜劳动党 第一书记 人物一 兼任 父亲 人物二 逝世 接任,1
 相传 旧时 园内 百花盛开 人物一 常陪 父亲 人物二 赏花,1
 人物一 在外 公务 家里 事 老父亲 人物二 宋清 照料,1
 地俊星 铁 扇子 宋清 人物一 胞弟 父亲 人物二 在家 务农,1
 人物一 人物 关系 父亲 人物二,1
 人物一 返回 郓城县 搬取 父亲 人物二 上山 道 村 遇险 头 赵能 率 士兵 追捕,1
 张文远 禀道 犯人 人物一 逃 父亲 人物二 兄弟 宋清 现在 宋家村 居住,1
 人物一 梁山 接 父亲 人物二 梁山 公孙胜 离开 梁山 回乡 视 老母,1
 人物二 之子 人物一 父亲 编著 著作 广西师范大学 出版社 出版,1
 人物二 离家 抗战 人物一 母亲 马佩璋 女士 成 白 马 两个 大家族 主心骨,1
 人物一 说 父亲 人物二 以前 打仗 回来 第一件 事 喊 隔壁 婶娘 过来 熬 卤水 做 热 米粉 吃,1
 人物二 女儿 名叫 人物一,1
 人物一 父亲 人物二 挡 门外,1
 人物一 父亲 人物二 一代 名士 颇 声望,1
 人物一 河南 名士 人物二 女儿 算 大家闺秀 可惜 相貌 丑陋,1
 吕燕妮 儿女 吕燕妮 人物二 诞下 三个 儿子 三个 女儿 人物一 霍震寰 霍震宇 霍丽 萍 霍丽 娜 霍丽丽,1
 实际上 霍氏 一家 可谓 体育 世家 父亲 人物二 大哥 人物一 非常 热衷 国家 体育事业 霍震寰 发展 体育 尤为 热心,1
 儿女 吕燕妮 人物二 诞下 三个 儿子 三个 女儿 人物一 霍震寰 霍震宇 霍丽 萍 霍丽 娜 霍丽丽,1
 人物二 去世 人物一 带领 两个 弟弟 霍震寰 霍震宇 全面 接管 霍氏 商业 帝国 父亲 热心 体育 公共事务,1
 人物一 父亲 人物二,1
 东西 厢房 塑有 人物二 长 子岳云 四个 儿子 人物一 岳霖 岳震 岳霆 塑像,1
 雷入 侍奉 飞始复 进食 人物二 难后 十六岁 人物一 随同 母亲 李氏 夫人 发配 流放 岭南,1
 人物一 最初 父亲 赫赫有名 人物二 元帅 兄长 声名在外 岳云 将军 他活 阴影,1
 雷入 侍奉 飞始复 进食 人物二 难后 岁 人物一 随同 母亲 李氏 夫人 发配 流放 云南,1
 人物一 父亲 人物二,1
 钱学榘 ǔ 父亲 钱泽 夫 钱家润 人物一 父亲 人物二 钱家治 亲兄弟,1
