sent,label
 人物二 示意 人物一 吱声 指 指 墙壁 暗示 装有 窃听器 拿出 纸 铅笔 兄弟俩 进行 无声 谈话,0
 年 月 奉 朱德 总司令 命令 吕正操 万毅 人物一 率部 挺进 东北 实现 人物二 将军 东北 人民 湔 雪 国耻 光复 故土 宿愿,0
 校长 人物二 弟弟 人物一 培养 不少 官兵 后来 成 海军 骨干,0
 张学铭 人物一 人物二 信 已托 朱五 送到 台湾 人物二 手中 写 为国 珍重 善 自养 心 前途 有望 后会 可期,0
 尤其 人物二 胞弟 张学铭 不同 母 感情 深 海军 副司令员 人物一 可望而不可即 大哥 日思夜想,0
 人物一 受 党组织 派遣 前往 上海 约请 赵四 小姐 奉化 溪口 探望 拘禁 大哥 人物二,0
 张大帅 儿子 人物二 弟弟 人物一 少将 官拜 解放军 海军 参谋长 文革 时遭 迫害 弥留之际 最想 吃 酸菜,0
 年 月 张廷桢 转入 马列 学院 柯庆施 班主任 职工 班 学习 同学 中有 人物二 弟弟 人物一 江青 党组织 干事,0
 张学铭 左 人物二 中 人物一 右,0
 人物一 原籍 辽宁 海城 县 年 生于 奉天 沈阳 系 张作霖 之子 人物二 之弟,0
 一般而言 以字定 辈分 辈分 字 置于 姓 之后 人物二 人物一 张学铭,0
 至此 周恩来 总理 张学铭 人物一 三 封信 辗转 送到 人物二 手里,0
 人物一 一行 来到 雪窦山 当晚 下榻 关押 人物二 别墅 中,0
 不久 东北局 决定 东北 公学 改名 东北大学 任命 人物二 将军 胞弟 东北 行政 委员会 副 主席 人物一 兼任 校长 校址 设 本溪,0
 人物一 曾任 中华人民共和国 海军 第一 参谋长 人物二 之弟,0
 张学铭 右 人物二 中 人物一 左 张,0
 特别 张学铭 人物一 阔别多年 兄长 人物二 怀念 之情 更是 难以 语言表达,0
 张学铭 人物一 阔别多年 兄长 人物二 怀念 之情 更是 难以 语言表达,0
 魔法 骑士 雷 阿斯 人物二 人物一,0
 锡菲罗上 最高 法力 魔导师 人物二 人物一 爱尔希 欧蕾 师父,0
 性格 沈默寡言 相比 兄长 人物二 稳重 人物一 显得 与世无争,0
 人物一 声优 小杉十郎 太 魔法 骑士 人物 人物二 弟弟 声音 兄长 一模一样,0
 人物二 之弟 人物一 好友 伊格尔 怀着 目的 探求 支柱 路 秘密,0
 人物二 人物一 一母 同胞 弟兄 两个,0
 贾府 占 宁国公 人物二 荣国公 人物一,0
 注释 人物二 人物一 父 书中 未 交代 其名 今以 贾 太公 代之 称呼 贾公 是因为 贾母 丈夫 贾代善 世称 贾公,0
 红楼 话 美食 序言 宁荣二 府 宁国公 人物二 荣国公 人物一 开创 基业 贾宝玉 一代 历经 四世,0
 ▪ 人物二 ▪ 人物一 ▪ 贾代化 ▪ 贾代善 ▪ 贾代儒 ▪ 贾代修 ▪ 贾敷 ▪ 贾敬,0
 人物二 人物一 亲兄弟 俩 屡建 功勋 开国功臣,0
 贾 太公 生二子 长子 宁国公 人物二 次子 荣国公 人物一,0
 第一代 宁荣二 公 人物二 人物一 马上 天下 建立 贾府 基业,0
 贾代修 一解 第一代 宁国公 人物二 荣国公 人物一 名字 串连 成 演源 判词 纲领 曲演 简演 假语 村言 详演,0
 荣国公 人物一 宁国公 人物二 弟弟 人物一 死后 儿子 贾代善 袭 爵位,0
 注释 人物二 人物一 父 书中 未 交代 其名 今以 贾 太公 代之 称呼 贾公 是因为 贾母 丈夫 贾代善 世称 贾公,0
 人物一 角色 关系 亲人 魔界 夜叉 族 二 皇子 亲生 哥哥 人物二 舅舅 魔翳,0
 两人 地洞 放走 封印 血手 误入 神魔 之隙 结识 人物二 弟弟 人物一 自称 西域 商人,0
 人物一 完成 兄长 人物二 舅舅 魔翳 魔界 所有人 心愿 代价 小蛮 分隔 两界 不知 是否 相见 之期,0
 追踪 毒影 姜世离 之子 姜云凡 唐雨柔 人物一 小蛮 误入 蜀山 禁洞 流光 洞 见到 苦 人物二 凌波 魂魄 得知 当年 盗鼎 之事,0
 官方 宣传 人物一 小蛮 篇 截图 人物二 老哥,0
 魔翳 人物二 人物一 两 兄弟 亲人 关系 和谐 亲近,0
 魔翳 教导 人物二 人物一 两 兄弟 治国 之术 人物二 魔 翳 培养 重点 最为 看好 王者,0
 魔教 袭击 蜀山 人物一 追踪 毒影 蜀山 禁洞 意外 遇到 凌波 终于 听到 哥哥 人物二 神农 鼎 消息,0
 人物二 人物一,0
 四人 认为 寻找 水灵 珠 人物二 应 前往 苗疆 神 降密 境遇 见 人物二 封印 骨 蛇 人物一 伤痛 不己,0
 姐姐 诞下 人物二 人物一 两 兄弟 便是 魔翳 外甥,0
 哥哥 人物二 人物一 相当 依赖,0
 人物二 形象设计 面貌 人物一 相似 明显 更加 刚毅 成熟,0
 代表 人物 魔 尊重 楼 魔界 首 溪风 屠肆 魔翳 人物二 人物一 姜承 姜世离,0
 两人 神魔 之隙 放走 封印 血手 厉岩 结识 人物二 弟弟 人物一 自称 西域 商人,0
 凌波 见到 人物一 误认为 人物二 现身,0
 调整 心态 人物一 告别 人物二 表示 路 很长 停下,0
 仙剑 五前 传中 人物二 可控 角色 仙剑 五 中 男主角 人物一 兄长 身份 出现,0
 人物二 持 十字 妖槊图 枪 身上 浓重 煞气 人物一 幼时 偷偷 把玩 煞气 伤 遭到 兄长 痛斥,0
 代表 人物 魔 尊重 楼 魔界 首 孔璘 溪风 屠肆 魔翳 人物二 人物一 姜承 姜世离,0
 神降 密境 中 发现 钉死 地上 骨 蛇 人物一 认出 钉死 骨蛇 武器 人物二 武器 明白 人物二 可能 是因为 蛇 战斗 死,0
 人物二 魔 翳 人物一 学习 成才 过程 中 起到 不可或缺 作用,0
 仙五前 传中 人物二 不幸 身 殁 神降 秘境 其弟 二十余年 人物二 封印 骨 蛇 身上 发现 该枪 十字 妖 槊 终归 传到 人物一 手上,0
 复 神农 鼎后 魔翳 改派 人物二 之弟 人物一 前往 人界 继续 寻找 水灵 珠 女娲 后人,0
 人物二 仙剑 奇侠传 五 中 男 二号 人物一 兄长 凌波 人物二 相恋 凌波 籼米 称作 嫂子,0
 年 其同 系列 作品 仙剑 奇侠传 五前 传 中为 人物二 人物一 配音 均 主要 角色,0
 四人 认为 寻找 水灵 珠 人物二 应 前往 苗疆 神 降密 境遇 见 人物二 封印 骨 蛇 人物一 伤痛 不己,0
 最后 四人 带回 人物二 死讯 当时 所送 珠花 凌波 心愿 告诉 人物一 好好 珍惜 所爱,0
 人物二 演员 经超 魔界 夜叉 族 君主 人物一 哥哥,0
 仙剑 奇侠传 五前 传 人物二 人物一,0
 使用者 人物二 人物一,0
 摇光宫 闯过 凌音 第一阵 人物一 凌波 人物二 事情 告诉 凌音 告诉 凌音 道长 凌波 想念,0
 角色 关系 外甥 人物一 人物二,0
 十字 妖 槊 游戏 中 寄托 人物二 人物一 两 兄弟 深厚 手足 情 有着 不同于 武器 意义,0
 魔 翳 聊过 之后 众人 回到 休息 处 人物一 告诉 其实 人物二 弟弟 瞒 小蛮,0
 夜叉 族 摄政王 人物二 人物一 舅舅,0
 出处 国产 单机游戏 仙剑 奇侠传 五 中 人物一 武器 仙剑 奇侠传 五前 传 人物二 武器,0
 月 日 四 镇守使 发出 联名 通电 要求 人物二 驱逐 肖小 人物一 陈维 庚 李伯勋 白之瀚 李秉 扬 李子,0
 滇军 头目 人物二 贵州 五 旅之乱 派 人物一 统兵入 黔 外假 护送 刘前 督回 黔 之名 内行 侵占 贵州 地盘 之实,0
 月 日 人物二 旧部 人物一 乘龙 云 黔军 相战 大理 进至 昆明 围攻 昆明 龙云 调 朱旭 第九十九 师 开往 昆明 人物一 部 击退,0
 先受 云南 督军 人物二 任命 挺进 军 司令官 人物一 赴 贵州 督军 府 副官 长 军饷 局长,0
 人物二 急调 胡若愚 部入 桂 增援 令 人物一 自湘 粤 边境 南下 攻 柳州 缓解 南宁 滇军 压力,0
 年 民国 元年 其兄 人物二 贵州 都督 人物一 贵州 军警 局局长 翌年 警察厅 厅长,0
 年 月 人物二 以其弟 人物一 东南 宣抚使 兼 滇 黔 联军 前敌 总指挥 率军 进入 贵州,0
 人物二 大怒 遣 人物一 张汝骥 伐 罪 轻取 贵州 驱 祖铭 入川,0
 年 民国 年 月 人物一 奉 兄长 人物二 之命 赴 贵州 救援 原 贵州 督军 刘显世 駆 逐 黔 军 袁祖铭,0
 人物二 各军 军事 压力 被迫 同意 要求 令 人物一 出走 同意 改组 省政府,0
 王洁修 及习 自强 人物一 友好 甚笃 三人 结为 金兰 成为 人物二 心腹 将领,0
 人物二 堂弟 人物一 曾遣 密使 陈钧 联系 站 唐派 一边 反对 四 镇守使,0
 原来 黄绍竑 梧州 急电 告知 云南 人物二 令其弟 人物一 率 大军 围逼 柳州 白崇禧 救援,0
 当时 身为 副官 罗炳辉 被选为 亲信 随同 人物二 人物一 赴 香港,0
 同年 月 人物一 奉 兄长 人物二 之命 赴 广西省 进攻 李宗仁 领导 新 桂系,0
 人物一 从军 人物二 就任 云南 都督 人物一 随之 回到 云南,0
 月 日 人物二 旧部 人物一 乘龙 云 黔军 相战 大理 进至 昆明 围攻 昆明,0
 人物二 堂弟 人物一 看上 这匹 高头 黄马 派 副官 欧阳 沂 要求 割爱 价让 遭到 欧阳 沂 拒绝,0
 人物二 刘显世 联名 委任 人物一 贵州 军事 善后 督办 刘显世 恢复 省长 名衔,0
 人物一 交谊 深厚 过从甚密 逐渐 人物二 器重 成为 唐系 心腹 将领,0
 人物二 人物一 兄弟 国民政府 反抗 态度 加剧 不满,0
 回到 云南省 人物一 任命 云南 陆军 训练 总监 视为 兄长 人物二 后继者,0
 月 日 林元熙 人物一 孔孝珍 主演 电影 打抱不平 韩国 首映 人物二 执导,0
 年 河正宇 人物一 全智贤 主演 人物二 执导 谍战 动作片 柏林 饰演 韩国 情报 特工 郑镇 秀,0
 导演 人物二 演员 人物一 兄弟 双星 忠 武路 名堂 越 越响 风格 各有千秋 近来 两人 前途 圈内 人士 普遍 看好,0
 冰上 交易 年 上映 韩国 电影 人物二 执导 黄政民 人物一 主演,0
 导演 人物二 演员 人物一 兄弟 双星 忠 武路 名堂 越 越响 风格 各有千秋 两人 前途 圈内 人士 普遍 看好,0
 年 月 人物二 执导 动作 电影 同伙 中 扮演 人物一 少年时代,0
 年 马东锡 参演 人物二 执导 黄政民 人物一 刘海镇 主演 犯罪 电影 不当 交易,0
 人物一 会 出现 主演 名单 里 不需 讶异 导演 兄弟 人物二 作品 固定 班底,0
 基本 信息 不当 交易 人物二 执导 黄政民 人物一 刘海镇 主演 犯罪 电影,0
 柏林 人物二 执导 河正宇 韩石圭 人物一 全智贤 主演 一部 韩国 谍战 动作片,0
 基本 信息 柏林 人物二 执导 河正宇 韩石圭 人物一 全智贤 主演 一部 韩国 谍战 动作片,0
 街霸 前传 年 上映 韩国 动作 影片 人物二 执导 崔岷植 人物一 主演,0
 人物一 演艺 经历 年 人物一 哥哥 人物二 影片 没好 死 出 道,0
 ● 导演 人物二 弟弟 演员 人物一 片中 有着 令人 印象 深刻 客串演出,0
 基本 信息 哭泣 拳头 人物二 编导 崔岷植 人物一 主演 动作 剧情片,0
 人物二 人物一 主演,0
 这是 一部 素有 韩国 昆汀 之称 韩国 导演 人物二 执导 汇聚 全智贤 韩石圭 人物一 谍战 动作 大戏,0
 人物二 第十九 集 文媚儿 蛊惑 太后 治 人物一 皇上 带入 险境 之罪,0
 人物二 第八集 人物一 命悬 发丝 陈林 救下,0
 人物二 文蔷 死里逃生 再度 见面 二人 感情 人物一 感慨 良多,0
 人物一 人物二 所射,0
 朱允 知道 人物一 想 搭救 人物二 文蔷 答应 婚约 负气 走,0
 人物一 人物二 文蔷 事情 进宫 求 朱允 出面 帮忙 不巧 准备 拦 文媚儿 陈林 一并 拦 宫城 之外,0
 人物二 第二集 人物一 骗过 衙役 逃走 朱允 白云飞 误认为 强盗,0
 人物二 第二十三 集 司徒 家 几乎 出动 寻找 人物一 朱允 白云飞 安宁公主 派 四处 查找 人物一 下落,0
 顾一洲 静修 万人敌 欲 救 人物一 没有 成功 人物二 第二十九 集 朱允 突然 临幸 文媚儿 文媚儿 慌 神,0
 人物二 第十二 集 太后 追索 人物一 朱允 掩护 人物一 逃出 宫去,0
 人物一 约 文蔷 酒楼 见面 请 人物二 前来 人物二 文蔷 互相 爱慕,0
 想出 一计 万人敌 人物二 帮助 梁君卓 误以为 人物一 夜间 咬人 喝血 臆病 梁君卓 收回 求亲 请求,0
 朱允 改判 人物二 无罪 人物一 大喜,0
 文韬 敌 逃走 静修 射中 后背 人物一 人物二 所射,0
 人物二 第十八 集 静修 杀 朱允 不想 朱允 人物一 带走 逃跑,0
 朱允 白云飞 帮助 人物二 文蔷 过程 中 发现 人物一 女儿 身 两人 心里 喜欢 人物一,0
 人物二 第十三 集 文媚儿 挑拨 安宁公主 安宁 恨透了 人物一,0
 梁君卓 看上 文蔷 调戏 文蔷 人物二 人物一 揍 一顿,0
 人物二 第五集 人物一 怀疑 朱允 身份 反 朱允 说 秘密,0
 司徒 青云 劝 人物二 不要 想 文蔷 人物二 痛苦 人物一 主张 一定 文蔷 娶入 司徒 家 出口 恶气,0
 人物二 第二十八 集 文章 终于 找来 确凿证据 文媚儿 皇上 太后 揭出 人物一 前朝 公主 身份 朱允 万箭穿心,0
 人物二 第三集 白云飞 知朱允 人物一 简单 人物 已起 结交 之心,0
 人物一 求 朱允 成全 人物二 文蔷 朱允 正要 赐婚 遭 文媚儿 太后 文章 拼命 阻拦,0
 朱允 闻听 不快 亲往 司徒府 人物一 人物二,0
 人物二 文蔷 抓 回宫 司徒 家 心急如焚 陈林 人物一 解释 朱允 暗中 已有 安排 人物一 心存 感激,0
 静修 带 帮助 人物一 人物二 助阵 白云飞 赶来 帮忙,0
 万人敌 齐国 公暗 设 赌场 上大闹 擒 人物一 人物二 玉佩 救出 万人敌,0
 人物二 第二十二 集 朱允 更加 喜欢 人物一 决心 先纳 人物一 妃,0
 人物二 第十六集 人物一 见到 朱允 晓以大义 朱允 如梦方醒,0
 人物二 第二十六 集 文媚儿 人物一 恼羞成怒 命令 文韬 务必 杀掉 人物一,0
 人物二 第二十七 集 人物一 回宫 继续 想 办法 搓合 白云飞 安宁公主 可惜 设计 计策,0
 人物二 人物一 四处寻找 发现 文蔷 跳 崖 人物二 随之 想要 徇情 两人 出尘 道姑 所救 接往 静修处 修养,0
 二人 吃惊 人物一 谎称 司徒府 二 公子 说明 文韬 强横 真相 朱允 承诺 帮助 人物二,0
 人物二 人物一 四处寻找 发现 文蔷 跳 崖 投江 人物二 投江 殉情,0
 人物一 发现 藏 司徒府 文章 文媚儿 联手 司徒府 人物二 出面 妹妹 顶罪 入狱,0
 人物二 第二十四集 朱允 亲自 出城 寻找 人物一 找到 那座 古刹,0
 静修 带 帮助 人物一 人物二 助阵,0
 人物二 分 集 介绍 人物二 第一集 人物一 万人敌 合作 骗 公子哥 钱 帮助 可怜 穷苦,0
 人物二 第九集 人物一 气 安宁公主 一顿 放回,0
 人物二 第十一 集 文蔷 救 人物一,0
 人物二 弟弟 属下 人物一 认为 命令 惩罚 一次 杀鸡儆猴 把戏,0
 人物二 人物一 李如桢 李如樟 李如梅 总兵 官 李如梓 李如 梧 李如桂 李如 楠亦官 参将,0
 主将 人物二 坐骑 击毙 副将 人物一 李成梁 次子 头盔 击中 游击 吴惟忠 胸部 中弹,0
 人物二 第八 世 人物一 李如桢 李如樟 李如梅,0
 麻家 同样 武将 世家 人物二 人物一 称为 东 李西 麻,0
 战后 请功 时 明军 主帅 人物二 派系 原因 加意 偏袒 北军 先 登破城 首功 全记 杨元 人物一 头上,0
 人物二 坐骑 敌 火绳 枪手 击毙 人物一 头盔 中弹 兄弟二人 置之不顾 愈战愈勇,0
 万历 二十年 十月 明廷命 令 人物二 提督 蓟 辽 保定 山东 军务 其弟 人物一 李如梅 副 总兵 决心 派遣 各军 援助 朝鲜,0
 罗氏 去世 毛泽东 年 杨开慧 结婚 先后 生 人物二 毛岸青 人物一 三个 儿子,0
 年 毛泽东 长子 人物二 八岁 那年 人物二 毛岸青 人物一 三 兄弟 母亲 杨开慧 同志 敌人 抓获,0
 采访 人物二 生前 妻子 刘思 齐 期间 笔者 特地 带上 一本 地摊 书市 流传 纪实文学 毛泽东 之子 人物一,0
 人物二 兄弟 三人 送到 地下党 主办 大同 幼稚园 不久 小弟 人物一 去世 突然 失踪 一说,0
 当时 毛泽东 同住 夫人 杨开慧 儿子 人物二 毛岸青 人物一,0
 年 月 其妹 杨开慧 被捕 时 人物二 八岁 毛岸青 七岁 人物一 三岁,0
 当时 同住 夫人 杨开慧 儿子 人物二 毛岸青 人物一,0
 人物一 生死 之谜 电视剧 人物二 情景 展示 一种 说法,0
 连城诀 中 人物 人物二 连城诀 中 一个 角色 表妹 人物一 合称 铃剑 双侠,0
 花铁干 怕 人物一 揭露 真相 反诬 人物一 狄云 苟且 人物一 旧情 人物二 反情 仇,0
 人物二 铃剑 双侠 人物一 表哥 天宁寺 中毒 死,0
 人物一 金庸 武侠小说 连城诀 女主角 表哥 人物二 合称 铃剑 双侠,0
 人物一 听得 人物二 惊呼 当即 勒马,0
 集 人物一 带 狄云回 大理 人物二 练 邪功 走火入魔 需 金鲤 疗伤 金鲤 狄云 吞食 狄云 愿意 放血 医治 啸风,0
 人物一 血刀老祖 掳走 人物二 听信 花铁干 认定 人物一 狄云 之间 私情,0
 人物二 角色 设定 人物二 金庸 武侠小说 连城诀 中 人物 表妹 人物一 合称 铃剑 双侠,0
 应该 说 人物二 成都 交手 七几合 不会 问题 超过 百招 难支 联合 雄阔海 人物一 之力 宇文成都 打平 轻松,0
 人物一 人物二 族弟,0
 人物一 雷部 诸神 绿林 人物 人物二 族弟,0
 第十九回 太行山 人物一 鏖兵 关王庙 人物二 寄子 第二十回 韩擒虎 收兵 复旨 程咬金 逢 赦 回家,0
 人物一 绿林 人物 人物二 族弟,0
 第六条 好汉 人物一 人物二 族弟,0
 人物一 人物二 族弟 二百斤 短棒 混天 镋,0
 人物一 绿林 人物 人物二 族弟,0
 第六条 人物一 人物二 族弟,0
 兴 唐传 里面 人物一 成 人物二 堂哥 兴唐 第五 杰 手使 大刀 手段 高强,0
 实力 人物一 之下 罗成 之上 韩擒虎 挡 人物二 十余 合 魏文通 相当,0
 李元霸 雄阔海 人物二 人物一 元霸 一马 冲入 营来 正撞 人物二 雄阔海 人物一 三个 围拢 战元霸,0
 雄阔海 人物二 人物一 围拢 战元霸 元霸 手中 锤 摆 撞 三般 军器 当啷 一响 三人 虎口 震开 大败 走,0
 李元霸 宇文成都 裴元庆 雄阔海 人物二 人物一 罗成 杨林 魏文通 杨义臣 秦用 梁师泰 秦琼 尉迟恭 隋唐 十八 好汉,0
 裴元庆 雄阔海 人物二 人物一 左 天成 先后 阵亡,0
 李元霸 宇文成都 裴元庆 雄阔海 人物二 人物一 罗成 杨林 魏文通 杨义臣 秦用 梁士泰 秦琼 尉迟恭 隋唐 十八 好汉,0
 后来 江南 四明山 雄阔海 人物二 人物一 大战 破 裴元庆 大战 力竭 而败,0
 人物一 人物 经历 人物一 人物二 堂弟 得知 人物二 被困 南阳 前往 救援,0
 实力 人物一 之下 罗成 之上 韩擒虎 挡 人物二 十余 合 魏文通 相当,0
 双镗 无敌 人物一 人物二 族弟 胯下 乌 骓 马 掌中 一对 短 凤翅 镏金 镗 英勇 无比,0
 人物二 之弟 人物一 及雄 阔海 帮忙 下当 南阳 王 成为 隋末 十八 路反 王之一,0
 双镗 无敌 人物一 人物二 族弟 胯下 青龙 马 掌中 一对 短 凤翅 镏金 镗 英勇 无比,0
 雄阔海 人物二 人物一 三 齐出 迭 杀 隋朝 名将,0
 李元霸 宇文成都 裴元庆 雄阔海 人物一 人物二 罗成 杨林 魏文通,0
 焦芳 人物二 被困 南阳 时 焦芳 曾到 人物一 出 搬兵,0
 人物二 人物一 死 扬州 玉玺 会上 留下 独生子 伍登 过继 朱灿,0
 孙策 进攻 人物二 人物一 受 派遣 孙策 讲 席间 人物一 提出 孙策 平分 江东 孙策 大怒 飞剑 人物一 砍死 人物二 孙策 击败,0
 人物二 听说 勇力 闻名 人物一 孙策 杀死 非常 惊恐,0
 叹 口气 站 起身 正要 回房 见 一个 身高 膀阔 虎彪 大汉 跑 便是 人物二 老弟 人物一,0
 三国群英 传 人物一 形象 简明 演义 传记 人物一 人物二 之弟 三国演义 回 登场,0
 三国群英 传 人物一 形象 人物一 简明 演义 传记 人物一 人物二 之弟 三国演义 回 登场,0
 於 人物一 人物二 军中 素有 勇力 人物二 孙策 感到 畏惧 孙策 攻破 人物二 人物二 逃到 许昭 中 此后 下落不明,0
 人物二 家庭成员 弟弟 人物一,0
 人物二 武将 技能 人物二 技能 导读 人物二 割据 江东 豪强 原名 严虎 弟 人物一 勇武 出名,0
 关兴 趜 义 趜 演 祢衡 人物二 严 如意 严政 严畯 严纲 人物一,0
 惊觉 兵临城下 人物二 急忙 再次 派出 人物一 欲 孙策 求合 意欲 对分 江东 遭 孙家 反对 遭 斩,0
 人物二 孙策 军 包围 之后 派 人物一 求和 人物一 孙策 会面时 孙策 利刃 坐席 砍 人物一 看见 身体 晃动 一下,0
 人物二 人物一 朱治 孙瑜 钟离牧,0
 人物一 人物传记 人物一 简明 历史 传记 人物一 人物二 之弟 勇力 受 兄长 派遣 孙策 讲 席间 孙策 投掷 手戟 击中 死,0
 人物传记 简明 历史 传记 人物一 人物二 之弟 勇力 受 兄长 派遣 孙策 讲 席间 孙策 投掷 手戟 击中 死,0
 人物传记 简明 历史 传记 人物一 人物二 之弟 勇力 受 兄长 派遣 孙策 讲 席间 孙策 投掷 手戟 击中 死,0
 不久 上海 党组织 杨开慧 破坏 弟弟 人物二 人物一 曾一度 流落 街头,0
 当时 同住 夫人 杨开慧 儿子 毛岸英 人物二 人物一,0
 罗氏 去世 毛泽东 年 杨开慧 结婚 先后 生 毛岸英 人物二 人物一 三个 儿子,0
 年 毛泽东 长子 毛岸英 八岁 那年 毛岸英 人物二 人物一 三 兄弟 母亲 杨开慧 同志 敌人 抓获,0
 年 月 其妹 杨开慧 被捕 时 毛岸英 八岁 人物二 七岁 人物一 三岁,0
 当时 毛泽东 同住 夫人 杨开慧 儿子 毛岸英 人物二 人物一,0
 人物二 嫡传 弟子 人物一 叶 邽 楼 昉 乔行简 王瀚 戚如琥 王深 源 李大有,0
 淳熙 八年 月 人物二 谢世 丽泽书堂 便 由其弟 人物一 主持,0
 吕祖泰 字 泰然 生卒 年 不详 吕夷简 六世 孙 人物二 人物一 从弟 寓常 宜兴,0
 端平 年间 吕氏 门人 将丽泽 书院 人物二 祀 室 改建 吕成 公祠 主祀 成公 人物二 配祀 忠公 人物一,0
 吕夷简 家族 成员 吕夷简 儿子 吕公著 官至 宰相 七 世孙 人物二 人物一 南宋 著名 大儒,0
 当时 人物二 正在 严陵 建德 任职 丽泽堂 执教 朱熹 门人 潘叔度 潘叔昌 人物一 吕祖泰 金华 一批 学者 担任,0
 吕蒙正 后辈 多有 名人 侄子 吕夷简 侄孙 吕公著 官至 宰相 八 世孙 人物二 人物一 南宋 著名 大儒,0
 人物二 去世 弟 人物一 承兄志 传道 讲学,0
 端平 间 吕氏 门人 人物二 祀 室 改建 吕成 公祠 人物一 配祀,0
 坐落 金龟 岛上 正殿 塑有 人物二 人物一 摩铁 三尊 神像 中殿 塑有 人物二 之妻 祝融 夫人 殿 观音菩萨,0
 人物二 人物一 攻击力 时间 走动 大大 低于 他哥 获 最好 孟家 拳 展现 真正 实力 场景 实验场,0
 打败 人物一 之后 知道 中 调虎离山 计 马上 杀回 军营 文鹭 已经 人物二 抓走,0
 新 角色 马超 孟起 人物二 人物一 登场,0
 人物二 殿 坐落 金龟 岛上 正殿 塑有 人物二 人物一 摩铁 三尊 神像 人物二 殿 中 中殿 塑有 人物二 之妻 祝融 夫人 殿 观音菩萨,0
 第四 回合 人物二 弟弟 人物一 帮助 解除 束缚 杀 回来,0
 人物二 人物一 两 兄弟,0
 新纂 云南 通志 释道 载 三国 时 人物一 人物二 之兄 清静 好道 异人 传授 药方,0
 居中 一尊 人物二 左边 大将 人物一 右边 军师 摩铁,0
 兀突 骨 孟香 人物一 人物二 祝融 夫人 木鹿 大王 朵思 大王 沙摩柯 金环三结,0
 人物一 人物二 沙摩柯 吕布 左慈 孙权 曹操,0
 第八章 七擒 人物二 加入 人物 人物一 孟节 祝融 夫人 人物二,0
