id,sent,softmatch_score,softmatch
90, 往往 人物一 人物二 耶律齐 杨过相 同辈,0.91866183,0
91, 年轻 一辈 里面 人物一 人物二 绝对 算得 优秀,0.91663945,0
92, 郭靖 看来 襄阳 未来 落 人物一 人物二 肩膀,0.9010067,0
93, 人物一 身穿 紫 酱色 茧绸 袍子 人物二 身穿 宝蓝色 山东 大绸 袍子 腰间 都束 绣花 锦缎 英雄 腰带 英雄 年少 人才出众,0.9220637,0
95, 十六年 前 水平 霍都 武功 朱子柳 差不多 人物一 人物二 霍都 正常 何来 脓包 说,0.90185714,0
96, 儿时 玩伴 程英 武家兄弟 人物一 人物二,0.9163928,0
97, 很多 觉得 杨过 人物一 人物二 更显 脓包 废物,0.9093652,0
98, 师兄 人物二 人物一,0.95924413,0
101, 弟子 人物二 人物一,0.93190324,0
102, 郭靖 看来 襄阳 未来 落 人物一 人物二 肩膀,0.9010067,0
103, 人物一 人物二 名字 花铁干 名字 不错 姓氏 冲突,0.9175059,0
104, 郭靖传 弟子 人物二 人物一 女儿 郭 芙,0.920461,0
105, 师侄 郭 芙 郭襄 郭破虏 人物一 人物二,0.90990615,0
106, 儿子 人物一 人物二,0.94021106,0
108, 年 二十九岁 靖 蓉 寻找 黄药师 巧遇 武三通 之子 人物一 人物二 杨康之 子 杨过,0.90232754,0
109, 人物一 人物 经历 人物一 人物一 武三通 武三娘 生 父母 希望 弟弟 人物二 弃武 从文 涉身 险恶 江湖,0.90193003,0
110, 第一篇 写 人物一 人物二,0.9466434,0
111, 杨过 人物一 人物二 更显 脓包 废物,0.9291112,0
113, 杨过 仅限于 对付 李莫愁 时 亲友 徒孙 傻姑 亲传 人物一 人物二 陆冠英 郭 芙 郭襄 郭破虏 东邪 药师 派 门人,0.90797645,0
114, 话说回来 人物一 人物二 英雄 无愧于 国家 人民 有用 之材 称号,0.9299911,0
115, 弟子 武家兄弟 人物二 人物一,0.9282485,0
116, 三流 奶 瑛 姑 天竺 高僧 人物一 人物二 陆立鼎,0.9169849,0
117, 人物一 人物二 杨过相 只能 出 杨过 出类拔萃 超群绝伦,0.91323507,0
118, 姓名 人物一 哥哥 人物二 弟弟,0.9035752,0
119, 大武 指 人物一 小武 指 人物二,0.92045456,0
122, 徒孙 郭 芙 郭襄 郭破虏 人物二 人物一,0.90592283,0
123, 武三娘 神雕侠侣 中 人物 武三通 之妻 人物一 人物二 母亲 武三通 吸毒 死,0.90540963,0
124, 师兄 人物二 人物一,0.95924413,0
125, 第一章 介绍 摔破 额角 叫做 人物一 哥哥 弟弟 叫做 人物二,0.9212216,0
126, 有二子 人物一 人物二 妻子 武三娘 义女 何沅君,0.903728,0
128, 人物一 人物二 二人 个性 没有 太多 亮点,0.90635836,0
130, 人物二 人物 评价 第一章 介绍 摔破 额角 叫做 人物一 哥哥 弟弟 叫做 人物二,0.9118756,0
131, ⑥ 人物一 人物二 长兄 年 年 年 月 日 年 月 日任 两广总督,0.98899615,0
133, 光绪 五年 曾国藩 死后 年 传忠 书局 刻印 人物一 人物二 编校 曾文正公 家书,0.9161307,0
134, 李文安 早早 安排 两个 儿子 人物一 人物二 拜 师 其学 经世之 学 奋发 进身 派 大用场,0.9005513,0
135, 光绪 八年 人物一 湖广 总督 人物二 任直隶 总督 兼 北洋 大臣 张荫桓 芜湖 关 道,0.90112746,0
136, 人物二 扶植 米市 事实 具体 操作者 张樵 野 张荫桓 同治 年间 结识 广东 督粮道 人物一 鸿章 之兄,0.903288,0
137, 人物二 人物一 远亲 父辈 太平天国 起义 中为 避难 移居 浙江,0.9096293,0
138, 人物一 人物二 胞兄 孙宝 喧皆系 至亲,0.9591923,0
139, 李国秦 民国 名媛 人物二 侄孙女 其父 人物二 大哥 人物一 第七 子 李经 沣,0.9030937,0
140, 李文安 有六子 人物一 居长 人物二 居次 以下 依次 李鹤章 李蕴章 李凤章 李昭庆,0.9001707,0
141, 光绪 五年 年 传忠 书局 刻印 门人 人物一 人物二 编校 曾文正公 家书 一直 流传 现在,0.9445922,0
142, 经朱久 香 举荐 而进 金陵 书局 校书 此后 受 人物一 延请 主持 人物二 主办 湖北 经心 书院,0.9028526,0
144, 李文安 曾国藩 同年 登科 并令 其子 人物一 人物二 拜 曾国藩 为师,0.9018657,0
145, 光绪 五年 年 曾国藩 死后 年 传忠 书局 刻印 人物一 人物二 编校 曾文正公 家书,0.9360142,0
146, 长女 出嫁 人物一 人物二 之兄 之子 李经畲,0.9092795,0
147, 出版 信息 作者 清 曾国藩 著 清 人物一 编撰 清 人物二 校刊,0.90629673,0
148, 著名 洋务派 重臣 人物二 大哥 人物一 上演 一场 刮地皮 闹剧,0.9174493,0
149, 人物一 右 弟 人物二,0.935059,0
150, 曾文正公 家书 出版 信息 作者 清 曾国藩 著 清 人物一 编撰 清 人物二 校刊,0.91019654,0
151, 上方 高悬 五方 横匾 正中 匾额 色正芒 寒 四个 大字 人物二 之兄 人物一 所题,0.9149652,0
152, 一回 大清早 曾国藩 文件 写 人物二 不巧 出去 只好 人物一 写,0.91175973,0
153, 当时 曾国藩 普通 京官 李文安 早早 安排 两个 儿子 人物一 人物二 拜 曾国藩 为师 学习 义理 经世之 学,0.9057762,0
154, 人物二 大哥 人物一,0.9630129,0
155, 清人 人物二 哥哥 人物一 家书 中说 体气 多病 得名 文集 静心 读 足以 养病,0.90445393,0
156, 人物一 人物二 兄长 查 资料,0.92312723,0
157, 一家 翰墨 分卷 清 人物一 人物二 书稿,0.9096716,0
158, 长期以来 人物一 人物二 认为 晚清 反面人物 特别 人物二 认为 千古罪人 供奉 人物一 人物二 牌位 属 大胆 举动,0.9131048,0
159, 上款 人新梧 李经畲 晚清 第一 重臣 人物二 长兄 两广总督 人物一 长子,0.91875947,0
160, 外祖母 人物二 之兄 人物一 孙女,0.91271085,0
161, 王徒心 续 汉口 丝谈 记载 光绪 初 合肥 人物一 人物二 之兄 督 湖广 酷 嗜 此品 指 洪山 菜苔 觅 种植 乡 远 不及,0.9208278,0
162, 人物二 做 湖广 总督 不满 一年 调任 直隶 总督 接任 湖广 总督 哥哥 人物一,0.9023932,0
163, 人物一 人物二 兄 湖南 巡抚 时 特意 其作 传,0.90438664,0
164, 人物一 其弟 人物二 跟随 曾国藩 镇压 太平天国 起义 发家,0.9138818,0
165, 人物二 写 春晖 永报 人物一 写 椿萱 永寿 匾额,0.9016011,0
166, 人物一 公元 年 肥东县 磨店 人物二 长兄,0.960751,0
167, 倪以临 作品 倪以临 参演 电视剧 相思树 饰演 惠兰 导演 人物一 合作 演员 吴秀波 浦蒲 人物二 陈树,0.9075776,0
168, 人物二 哥哥 人物一 导演,0.90968597,0
169, 人物二 人物一 兄弟俩 一同 追忆 艰苦 岁月 艰苦 镜头,0.90525836,0
170, 人物一 人物二,0.9925918,0
171, 年 拍摄 智慧 风暴 导演 王冀邢 主演 人物二 人物一 中央电视台 播出,0.9028121,0
172, 电影 秋喜 人物一 人物二 郭晓 冬 江一燕 秦海璐 首映 见面会,0.90633607,0
173, 人物一 执导 郭晓 冬 人物二 江一燕 主演 年 月 日 中国 大陆 上映,0.9016632,0
174, 相思树 深圳市 康 达富 文化 传播 有限公司 出品 一部 都市 情感 剧 人物一 执导 吴秀波 浦蒲 人物二 陈 数等 主演,0.90670633,0
175, 人物一 导演 人物二 演员,0.9116437,0
176, 智慧 风暴 王冀邢 执导 人物一 人物二 高惠彬 王卫国 赵小锐 智一桐 主演 电视 连续剧,0.9048263,0
177, 年 出演 人物一 人物二 高惠彬 王卫国 主演 都市 情感 剧 智慧 风暴,0.92826957,0
178, 人物一 人物二,0.9925918,0
179, 人物一 相关 事件 新闻 勇警 人物二 兄遭 辗奋 擒 匪 男女 酒驾 狂 逃 轰 枪 停,0.9335498,0
180, 人物一 艺人 人物二 兄弟 警员 专修班 二十 期 毕业 出 生于 中国台湾 一名 警员 任职 台北市 警局 大安 分局 新生南路 派出所,0.90030545,0
181, 人物一 著名演员 人物二 哥哥 警员 专修班 二十 期 毕业 现任 台北市 南港 分局 旧庄 派出所 所长,0.9038846,0
182, 叶容 先生 女儿 人物一 先生 人物二 先生 姊妹,0.90006906,0
183, 彼为 集团 执行 董事 人物一 先生 之妹 人物二 先生 姊,0.9224931,0
184, 张飞 长子 人物一 早夭 爵位 子 人物二 继承,0.9329115,0
185, 人物二 历史 年表 人物二 三国 时 涿 郡 张飞 次子 人物一 之弟 官至 侍中 尚书 人物二 仆射,0.905212,0
187, 子女 人物一 人物二 大张 氏 小张 氏,0.9001114,0
188, 人物一 弟妹 人物二 官至 侍中 尚书 仆射,0.9030183,0
189, 季姓 人物二 人物一 弟 任侠 名,0.9184294,0
190, 人物二 人物一 弟 任侠 名,0.9010423,0
191, 人物一 栾布 列传 记述 人物一 栾布 二人 生平事迹 外 记载 人物二 丁公 事迹,0.9234753,0
192, 人物一 弟 人物二 气盖 关中 遇人 恭谨 任侠 方 数千里 士皆争 死,0.91031677,0
193, 史记 人物一 栾布 列传 人物一 弟 人物二 气盖 关中 遇人 恭谨,0.9144088,0
194, 人物二 史料 人物一 弟 人物二 气盖 关中 遇人 恭谨 任侠 方 数千里 士皆争 死,0.90893924,0
195, 人物一 弟弟 名叫 人物二 勇气 胜过 关中,0.95192903,0
196, 春秋 时 季札 秦汉 之交 人物一 人物二 兄弟 均 南方人 唐宋 之后 更 不必 言,0.9146401,0
197, 人物二 勇敢 而出名 人物一 因重 诺言 而出名 关中 名声 显著,0.91028434,0
198, 人物二 简介 人物一 弟 任侠 名,0.90853083,0
199, 本传除 记述 人物一 栾布 二人 生平事迹 外 记载 人物二 丁公 事迹,0.9167084,0
200, 史料 人物一 弟 人物二 气盖 关中 遇人 恭谨 任侠 方 数千里 士皆争 死,0.9047976,0
201, 人物一 弟弟 人物二 任侠 方圆 千里 的士 争着 死 少年 经常 名义 行侠 当时 人物二 以勇 人物一 以诺 闻名 关中,0.91220504,0
202, 介绍 日月 人物一 人物二,0.91127205,0
203, 人物一 人物二 香港 艺员,0.9323543,0
204, 巨声 帮 一对 孖 宝兄弟 人物一 人物二 偷得浮生 来到 杭州 穿梭 大街小巷 畅游 名胜古迹,0.908796,0
205, 主题曲 演唱 人物一 人物二 谭嘉仪 林师杰 刘 威煌,0.9184368,0
206, 人物一 人物二 邓智伟 叶肇 中监,0.97883433,0
207, 巨声 队 林师杰 许廷铿 刘 威煌 人物一 人物二 邓小巧 何晶晶 何雁诗,0.9022629,0
208, 人物二 香港 男歌手 演员 祖籍 广东 连平 孪生 哥哥 人物一 第一届 超级 巨声 参赛者 现为 无线电视 经理人 合约 男 艺员,0.9298888,0
209, 超级 巨声 队 孖 宝兄弟 人物一 人物二 上场 献唱 不了情 女曲 男唱 不同 韵味,0.90231985,0
210, 人物一 人物二 亲身 来到 西湖 感受 恬静 解构 西湖 浅浅的 海湾 孕育出 人间 胜景,0.9019025,0
211, 活动 一视 瞳仁 视障 人士 手绘 世 人物一 人物二 界 计划 主题曲,0.9102048,0
212, 巨声 队 林师杰 许廷坚 刘 威煌 人物一 人物二 邓小巧 何晶晶 何雁诗,0.9068804,0
213, 刘威 煌 陈鸿硕 人物一 人物二,0.953844,0
214, 主持 人物一 人物二,0.92758596,0
215, 回乡 艺人 王 祖蓝 胡枫 汤盈盈 许廷铿 杨思琦 陈伟 霆 关心妍 人物一 人物二 林欣彤,0.90494984,0
216, 年 人物一 香港 歌手 演员 人物二 双生 兄弟,0.9022149,0
217, 年 人物二 香港 歌手 演员 人物一 双生 兄弟,0.9022149,0
218, 胡鸿钧 人物一 人物二,0.90039504,0
219, 汪明荃 郑嘉颖 人物一 人物二 廖碧儿 汤盈盈,0.9518168,0
220, 电视节目 西湖 人物一 人物二 主持 电视节目,0.9015352,0
221, 林峰 徐子珊 林欣彤 携 胡鸿钧 人物一 人物二 谢东闵 倾力 演出 节目主持 年 西湖,0.9009047,0
222, 人物一 人物二,0.9925918,0
223, 今集 跟着 地产 代理 看看 西贡 区村 屋盘 请来 孖 仔 人物一 人物二 走访 三位 合租 村屋 女生,0.9310439,0
224, 林峰 徐子珊 林欣彤 携 胡鸿钧 人物一 人物二 谢东闵 倾力 演出 人物一 节目主持 年 西湖,0.9205228,0
225, 四位 应届 港姐 继续 歌手 人物一 人物二 萧正楠 王浩信 前往 新加坡 进行 亲善 之旅 带 体验 新加坡 最富 动感 一面,0.9126168,0
226, 演出 嘉宾 何紫慧 何雁诗 人物一 人物二 许廷铿 刘 威煌,0.9202354,0
227, 切合 今集 主题 更 找 巨声 帮 公认 嗓子 甜美 何晶晶 擅唱 抒情歌 孖 宝兄弟 人物一 人物二 迎战,0.9049303,0
228, 人物一 人物二 曲 编 邓智伟 叶肇 中监,0.91019356,0
229, 弟弟 人物二 人物一,0.9462993,0
230, 舅舅 人物二 人物一 香港 演员 滑水 运动员,0.92470104,0
231, 张仁勇 婚后 育有 张柏芝 两个 弟弟 人物一 人物二 之后 张仁勇 离婚,0.90180796,0
232, 张柏芝 母亲 英国 国籍 张仁勇 结婚 之前 有过 一段 婚姻 张仁勇 婚后 生育 张柏芝 人物一 人物二,0.9052119,0
233, 年 月 横店 拍摄 历史 英雄 传奇 剧 隋唐演义 剧中 饰演 人物二 失散多年 同父异母 兄弟 人物一,0.90245044,0
235, 姜松 人物一 字 永年 姜家 枪法 第一 绝 罗家 枪 姜 家传 人物二 同父异母 哥哥,0.90236545,0
236, 使用者 人物二 侄子 罗焕 人物一 之子 出现 作品 隋唐演义,0.9014459,0
237, 他家 罗春 说 唐 老家人 曲艺 评书 兴唐 隋唐 瓦岗 英雄 罗春 人物一 人物二 兄弟,0.92285514,0
238, 二百八十 五章 人物一 战 人物二,0.901133,0
239, 人物一 同父异母 兄弟 人物二 生二子 名 罗通 罗平,0.9030498,0
241, 他家 罗春 说 唐 老家人 曲艺 评书 兴唐 传 隋唐 瓦岗 英雄 罗春 人物一 人物二 兄弟,0.9235309,0
242, 隋唐演义 人物 姜松 人物一 字 永年 姜家 枪法 第一 绝 罗家 枪 姜 家传 人物二 同父异母 哥哥 隋唐演义 里 一绝,0.9161472,0
244, 八宝 玲珑 枪 使用者 人物二 侄子 罗焕 人物一 之子 出现 作品 隋唐演义,0.9037336,0
245, 罗艺 不敢 相认 人物二 怒战 人物一 父子 罗焕 生擒,0.91534877,0
246, 人物二 人物一 没有 成年 儿子 较量 胜 不易 完败 人物一 足见 人物一 武艺,0.91416705,0
247, 他家 罗春 说 唐 老家人 曲艺 评书 兴唐 隋唐 瓦岗 英雄 罗春 人物一 人物二 兄弟,0.92285514,0
248, 单田芳 版 隋唐演义 中 人物二 人物一 没有 成年 儿子 较量 胜 不易 完败 人物一 足见 这位 英雄 武艺,0.90846294,0
249, 人物一 人物 简介 前 年 孟僖子 临终 之前 人物二 人物一 孔子 老师,0.9017743,0
250, 人物二 人物一 师事 仲尼,0.953895,0
251, 泉 丘人 女生 人物二 人物一,0.90039134,0
252, 岁 公元前 年 鲁昭公 二十四年 人物二 人物一 学礼于 孔子,0.928907,0
253, 孟僖于 卒 人物二 人物一 拜 孔子 为师,0.90173423,0
254, 两个 儿子 人物二 何忌 人物一 说 拜 孔子 为师 学习 礼仪,0.90886885,0
255, 人物二 人物一 师事 仲尼,0.953895,0
256, 人物一 人物二 之弟,0.95168155,0
257, 前 年 孟僖子 死 嘱咐 二 子 人物二 人物一 师侍 孔子,0.9005412,0
258, 鲁昭公 二十四年 公元前 年 人物二 人物一 学礼于 孔子,0.94566524,0
259, 孔子 私学 学生 主要 平民 组成 ﹐ 据近 考证 ﹐ 孔子 学生 真正 贵族 ﹐ 人物一 司马 牛 人物二 少数几,0.9033453,0
260, 连鲁 大夫 孟僖子 其子 人物二 人物一 来学礼 孔子 办学 名闻遐迩,0.9017096,0
261, 孟 孙氏 人物一 仲孙阅 人物一 姬姓 鲁国 南宫 氏 名阅 说 一名 绦 谥敬 孟僖子 儿子 人物二 弟弟,0.9126596,0
262, 声望 远播 诸侯国 弟子 子路 人物二 人物一 鲁国 小有名气,0.9364887,0
263, 人物一 姬姓 鲁国 南宫 氏 名阅 说 一名 绦 谥敬 孟僖子 儿子 人物二 弟弟,0.9030487,0
264, 少数 出身 贵族 鲁国 人物二 人物一 宋国 司马 牛,0.91061884,0
265, 前 年 孟僖子 临终 之前 人物二 人物一 孔子 老师,0.90504074,0
266, 鲁昭公 二十四年 前 年 孟僖子 临终 之前 人物二 人物一 孔子 老师,0.903973,0
267, 人物 简介 前 年 孟僖子 临终 之前 人物二 人物一 孔子 老师,0.9326876,0
268, 人物二 基本 信息 鲁昭公 二十四年 前 年 孟僖子 临终 之前 人物二 人物一 孔子 老师,0.90535593,0
269, 人物一 名 何忌 孟僖子 第二 子 孟僖子 长子 人物二 名说 音悦,0.9019672,0
270, 孔子 岁 时 鲁 大夫 孟僖子 之嗣 人物二 人物一 学礼 授徒 讲学,0.9032445,0
271, 师事 出处 左传 昭公 七年 人物二 人物一 师事 仲尼,0.9152407,0
273, 孟僖子 死 嘱 子 人物二 人物一 孔子 学礼,0.9080422,0
274, 孟厘子 死 人物二 鲁国 人物一 便 前往 孔子 处学礼,0.9183707,0
275, 人物二 人物一 学礼于 孔子,0.95504636,0
276, 人物二 奥运冠军 人物一 胞弟 世界 青年 跳水 锦标赛 冠军 年 进入 广东省 体育运动 技术 学院,0.90355504,0
277, 对此 跳水 三米板 全国冠军 跳水 世界冠军 人物一 弟弟 人物二 微博上 评论 电子竞技 算 体育,0.9050775,0
278, 广东队 人物一 人物二 兄弟 组合 一度 名列前茅 最后 一轮 比赛 中 人物二 出现 重大 失误 平 趴入 水 仅得 零分 何氏 兄弟 无缘 奖牌,0.90344405,0
279, 人物二 人物一 胞弟 中国跳水队 队员,0.9048574,0
280, 三 跳 过后 人物一 排 第一 人物二 分列 第二,0.90707564,0
281, 人物一 家庭成员 人物一 胞弟 人物二 中国跳水队 队员,0.9332152,0
282, 年 月 日 人物二 辽宁 全运会 跳水 男子 单人 米板 获得 银牌 人物一 夺得 金牌 兄弟俩 包揽 金银牌 一时 传为佳话,0.91632426,0
283, 三米板 人物一 人物二 秦凯 许国君 余隆 基 孙知亦 张新华,0.9260251,0
284, 人物二 哥哥 人物一 整整 岁,0.9013486,0
285, 年 月 日 中午 跳水 奥运冠军 人物一 弟弟 人物二 微博 透漏 嫂子 终于 生 母子 平安,0.9095856,0
286, 超出 场 采用 人物一 上轮 艺高人胆大 人物二 相当 完美 表现 出 实力 得到 分,0.92969525,0
287, 五轮 战罢 人物二 反超 人物一 排 第一位 人物一 列 第二 孙知亦 排 第三,0.90455735,0
288, 马跃 檀溪 人物一 人物二 早就 刘备 恨之入骨 几次 图谋 加害 未能 得手,0.9041012,0
289, 明 罗贯中 三国演义 第三十四回 人物一 隔屏 听 密语 刘皇叔 跃马 过檀溪 人物二 引军 赶到 溪边 大叫 使君 何故 逃席,0.9062727,0
290, 刘表 后妻 人物一 疑 刘备 时 正在 屏风 窃听 闻备 此言 便 忌恨 备 命弟 人物二 襄阳 设宴 欲籍 机杀备,0.9075935,0
291, 人物二 告其 姊 人物一 曰 刘备 遣 三 居外 自居 荆州 久 必为 患,0.9110594,0
