sent_id,entity1,entity2,sent
TRAIN_SENT_ID_251827,梅超风,黄药师,黄药师 （ 李云中 绘 ） 陈玄风 、 梅超风 互生 爱慕 ， 恐 黄药师 性格 怪癖 不予 应允 ， 决定 窃取 了 师父 的 《 九阴真经 》 下卷 。
TRAIN_SENT_ID_251828,梅超风,黄药师,苏州 之北 三十里 的 一座 荒山 之中 ， 捉住 穆念慈 ， 摆蛇阵 逼 梅超风 交出 九阴真经 ， 黄药师 扮作 青衣 怪人 以 箫声 退 之 。
TRAIN_SENT_ID_251829,梅超风,黄药师,结果 梅超风 不 敌 全真七子 ， 却 因 黄药师 的 到来 而 结束 。
TRAIN_SENT_ID_251830,梅超风,黄药师,梅超风 、 黄药师 到 此 ， 又 和 江南 六怪 激战 不休 … …
TRAIN_SENT_ID_251831,梅超风,黄药师,黄药师 终于 爱上 梅超风
TRAIN_SENT_ID_251832,梅超风,黄药师,黄药师 为了 找寻 女儿 打破 誓言 离开 桃花岛 ， 在 太湖 归云庄 发现 了 黄蓉 、 郭靖 及 为 救 杨康 而来 的 梅超风 。
TRAIN_SENT_ID_251833,梅超风,黄药师,而后 黄药师 娶 冯衡 为 妻 ， 早年 所收 的 徒弟 除去 陈玄风 、 梅超风 、 曲灵风 、 陆乘风 四大 弟子 之外 还有 两个 小 弟子 武眠风 和 冯默风 。
TRAIN_SENT_ID_251834,梅超风,黄药师,黄药师 以此 暗器 惩治 偷窃 真经 、 叛离 师门 的 梅超风 。
TRAIN_SENT_ID_251835,梅超风,黄药师,梅超风 丢失 经书 ， 黄药师 现身 救 走 梅超风 ， 但是 因为 没有 打赢 郭靖 丢人 ， 后 又 以 弹指 神通 指点 梅超风 和 郭靖 比武 。
TRAIN_SENT_ID_251836,梅超风,黄药师,"桃花 岛上 的 鸡毛蒜皮 , 让 梅超风 不再 那么 脑残 , 但是 不 保证 他们 真的 会 在 一起 , 因为 黄药师 才 是 主角 , 唯一 的 … …"
TRAIN_SENT_ID_251837,梅超风,黄药师,梅超风 舍命 为 黄药师 挡 了 欧阳锋 用 上 十成 功力 的 蛤蟆功 、 使得 黄药师 因 梅超风 死去 而 伤心 提供 了 一个 合理 的 解释 。
TRAIN_SENT_ID_251838,梅超风,黄药师,幸得 梅超风 舍身 护师 ， 替 黄药师 接 了 西毒 全力 一击 的 蛤蟆功 。
TRAIN_SENT_ID_251839,梅超风,黄药师,（ 黄药师 评价 梅超风 的 武功 高于 李莫愁 ）
TRAIN_SENT_ID_251840,梅超风,黄药师,后来 郭靖 被 梅超风 捉住 后 ， 黄蓉 认出 并 欺骗 说 黄药师 将来 ， 使得 梅超风 帮助 二人 脱困 。
TRAIN_SENT_ID_251841,梅超风,黄药师,梅超风 在 晚上 恶斗 欧阳克 的 蛇 阵 ， 幸 的 黄药师 相助 ， 战胜 蛇阵 ， 前往 归云庄 ， 但 不知 背后 有 黄药师 相随 。
TRAIN_SENT_ID_251842,梅超风,黄药师,陈玄风 、 梅超风 互生 爱慕 ， 恐 黄药师 性格 怪癖 不予 应允 ， 决定 窃取 了 师父 的 《 九阴真经 》 下卷 。
TRAIN_SENT_ID_251843,梅超风,黄药师,金庸 江湖 手册 内容提要 : 黄药师 凭 什么 爱上 梅超风 ？
TRAIN_SENT_ID_251844,梅超风,黄药师,四 、 黄药师 、 梅超风 的 形象
TRAIN_SENT_ID_251845,梅超风,黄药师,双方 酣斗 之际 ， 欧阳锋 以 毕生 功力 向 黄药师 施以 偷袭 ， 梅超风 舍命 为 恩师 挡 了 欧阳锋 一击 而 死 。
TRAIN_SENT_ID_251846,梅超风,黄药师,「 东邪 」 黄药师 以此 暗器 惩治 偷窃 真经 、 叛离 师门 的 「 铁尸 」 梅超风 。
TRAIN_SENT_ID_251847,梅超风,黄药师,武眠风 出处 : （ 出自 《 射雕 英雄传 》 第 14 回 桃花 岛主 ， 黄药师 吩咐 梅超风 做 3 件 事 的 第 2 项 ） 。
TRAIN_SENT_ID_251848,梅超风,黄药师,后来 郭靖 被 梅超风 捉住 后 ， 黄蓉 认出 并 欺骗 说 黄药师 将来 ， 使得 梅超风 帮助 二人 脱困 [ 8 - 10 ] 。
TRAIN_SENT_ID_251849,梅超风,黄药师,黄药师 VS 梅超风 ： 情感 与 形象
TRAIN_SENT_ID_252373,颜回,孔子,"孔子 回答 说 ： "" 有个 叫 颜回 的 人 最好 学习 ， 从不 把 怒火 转移 到 别人 身上 ， 不 再犯 同样 的 过失 。"
TRAIN_SENT_ID_252374,颜回,孔子,四 颜回 传承 孔子 心法
TRAIN_SENT_ID_252375,颜回,孔子,孔子 赞叹 他 说 ： “ 颜回 真 难得 啊 ！
TRAIN_SENT_ID_252376,颜回,孔子,《 说苑 · 敬慎 》 载 ： “ 颜回 将 西游 ， 问 孔子 曰 ： ‘ 何以 为身 ？
TRAIN_SENT_ID_252377,颜回,孔子,孔子 谓 颜回 曰 ( 28 ) ： “ 回 ， 来 ！
TRAIN_SENT_ID_252378,颜回,孔子,本章 中 ， 孔子 又 一次 称赞 颜回 ， 对 他 作 了 高度评价 。
TRAIN_SENT_ID_252379,颜回,孔子,【 译文 】 孔子 对 子贡 说 ： “ 你 和 颜回 两个 相比 ， 谁 更好 一些 呢 ？ ”
TRAIN_SENT_ID_252380,颜回,孔子,孔子 听到 了 琴声 ， 果然 把 颜回 叫 了 进去 ， 问道 ： “ 你 为什么 独自 快乐 ？ ”
TRAIN_SENT_ID_252381,颜回,孔子,颜回 去世 后 ， 孔子 “ 哭 之 恸 ” ， 连连 叹息 ： “ 天丧予 ， 天丧予 ！ ”
TRAIN_SENT_ID_252382,颜回,孔子,颜回 在 孔门 中 ， 是 最 有 条件 继承 孔子 学说 的 弟子 之一 ， 也 是 孔子 的 希望 所在 。
TRAIN_SENT_ID_252383,颜回,孔子,颜回 找到 米 后 烧火 做饭 ， 孔子 看见 颜回 在 甑 中 抓饭 吃 。
TRAIN_SENT_ID_252384,颜回,孔子,皇太子 以 太牢 祀 孔子 ， 以 颜回 配享
TRAIN_SENT_ID_252385,颜回,孔子,这 一年 ， 颜回 先 他 而 死 ， 孔子 十分 悲伤 ， 感慨 到 昔日 曾 跟随 自己 从 陈国 到 蔡国 去 的 学生 ， 此时 却 都 不 在 身边 受教 了 。
TRAIN_SENT_ID_252386,颜回,孔子,贞观 二年 ( 628 年 ) ， 停 祭 周公 ， 专立 孔庙 ， 以 孔子 为 先圣 ， 颜回 为 先师 。
TRAIN_SENT_ID_252387,颜回,孔子,随师 周游 : 起因 : 颜回 在 其 人生 的 第二个 阶段 ， 约 十四年 的 时间 是 随 孔子 周游列国 。
TRAIN_SENT_ID_252388,颜回,孔子,有 一次 ， 孔子 问 子贡 说 ： “ 和 颜回 相比 ， 你 自 认为 如何 ？ ”
TRAIN_SENT_ID_252389,颜回,孔子,人们 能 很 清楚 地 发现 孔子 爱 学生 ， 爱 颜回 ， 爱子 路 ， 爱子 贡 。
TRAIN_SENT_ID_252390,颜回,孔子,譬如 他 的 《 在 陋巷 》 ， 便是 取材自 孔子 和 他 的 弟子 颜回 的 轶事 ； 《 爱哭鬼 胆小鬼 诸葛 孔明 》 写 的 当然 便是 诸葛亮 。
TRAIN_SENT_ID_252391,颜回,孔子,曾 参以 他 的 建树 ， 终于 走进 大儒 殿堂 ， 与 孔子 、 孟子 、 颜子 （ 颜回 ） 、 子思 比肩 共 称为 五大 圣人 。
TRAIN_SENT_ID_252392,颜回,孔子,上联 典指 春秋 鲁 · 颜回 ， 孔子 弟子 中 最贤 ， 列 孔门 德行 科 。
TRAIN_SENT_ID_252393,颜回,孔子,孔子 出来 ， 把 这些 告诉 颜回 ， 说 ： “ 我 对于 道 之 认识 ， 就 如同 醋 瓮中 的 飞虫 般 渺小 ！
TRAIN_SENT_ID_252394,颜回,孔子,颜回 ， 鲁人 ， 字子渊 ， 孔子 称赞 他 说 ： “ 贤哉 回 也 ！
TRAIN_SENT_ID_252395,颜回,孔子,孔子 回答 说 ： “ 颜回 的 信用 好极了 ， 我 不及 他 。 ”
TRAIN_SENT_ID_252396,颜回,孔子,故 孔子 常 称赞 颜回 具有 君子 四德 ， 即 强于 行义 ， 弱于 受谏 ， 怵 于 待禄 ， 慎于 治身 。
TRAIN_SENT_ID_252397,颜回,孔子,千百年来 中国 精神 贵族 的 命运 ， 孔子 流亡 陈蔡 ， 屈原 上 天下 地 ， 颜回 不改其乐 ， 是 命运 选择 了 他们 ， 还是 他们 选择 了 命运 ？
TRAIN_SENT_ID_252398,颜回,孔子,卜子 熟知 并 记录 了 孔子 闲居 期间 的 言论 话语 ， 其 学问 比 颜回 、 端木赐 都 较 早 达到 了 精深 的 阶段 。
TRAIN_SENT_ID_252399,颜回,孔子,这 就是 孔子 最 得意 的 门生 － － 颜回 ， 可惜 天不假年 ， 三十二岁 上 就 去世 了 。
TRAIN_SENT_ID_252400,颜回,孔子,孔门 弟子 各言尔志 注释 : 1 . 颜渊 ： 颜回 ， 孔子 的 学生 。
TRAIN_SENT_ID_252401,颜回,孔子,孔子 塑像 高 达 两米 ， 戴冕 执圭 ， 面 南端 坐 ， 颜回 、 曾 参 、 子思 、 孟轲 四贤 塑像 分立 两旁 。
TRAIN_SENT_ID_252402,颜回,孔子,孔子 望见 颜回 攫其 甑 中 而 食 之 。
TRAIN_SENT_ID_252403,颜回,孔子,孔子 却 看见 颜回 用手 抓 锅里 的 饭 吃 。
TRAIN_SENT_ID_252404,颜回,孔子,乐曲 描写 孔子 的 弟子 颜回 死亡 后 ， 孔子 悲痛 惋惜 的 心情 。
TRAIN_SENT_ID_252405,颜回,孔子,2009 年 参演 电视剧 《 孔子 》 饰演 孔子 门生 颜回 石田壹成 出演 舞台剧 : 大 江户 Rocket
TRAIN_SENT_ID_252406,颜回,孔子,孔子 信 颜回
TRAIN_SENT_ID_252407,颜回,孔子,三座门 的 命名 记载 了 孔子 和 颜回 一次 流传千古 的 对话 ： “ 颜渊 问仁 。
TRAIN_SENT_ID_252408,颜回,孔子,颜回 ， 字子渊 ， 为 孔子 弟子 ， 以 德行 著称 ， 贫而 好学 ， 为 后人 所 景仰 。
TRAIN_SENT_ID_252409,颜回,孔子,孔子 说 着 ， 将琴 推到 颜回 面前 ， 颜回 并 不 推辞 ， 他 调好 琴弦 ， 一边 弹 一边 唱 。
TRAIN_SENT_ID_252410,颜回,孔子,孔子 弟子 中姓 颜 的 共有 八人 ， 他们 是 ： 颜无繇 、 颜回 、 颜幸 、 颜高 、 颜祖 、 颜之仆 、 颜哙 、 颜何 。
TRAIN_SENT_ID_252411,颜回,孔子,颜子 身讽 作品 注释 : （ 1 ） 颜子 ： 孔子 弟子 颜回 ， 春秋 时鲁国 人 ， 字子渊 。
TRAIN_SENT_ID_252412,颜回,孔子,饱食终日 ， 无所用心 成语故事 : 春秋时期 ， 孔子 经常 教育 他 的 学生 向 颜回 学习 ， 不要 追慕 富贵 与 享受 ， 用心 读书 。
TRAIN_SENT_ID_252413,颜回,孔子,本篇 里 有 数章 谈到 颜回 ， 孔子 对 他 的 评价 甚高 。
TRAIN_SENT_ID_252414,颜回,孔子,脱俗 成名 ， 超凡人圣 评语 : 摆脱 物欲 世俗 的 困扰 ， 追求 一种 自我 心理 平衡 ， 是 孔子 推崇 颜回 道德 的 地方 ， 孔子 说 ： “ 贤哉 ， 回 也 ！
TRAIN_SENT_ID_252415,颜回,孔子,其四 ， 孔子 赞叹 颜回 “ 三月 不 违仁 ” ， 至于 其他 的 弟子 只能 偶尔 一至 （ “ 其余 则 日月 至 焉 而已 矣 ” ）
TRAIN_SENT_ID_252416,颜回,孔子,颜回 、 子路 的 死 给 孔子 的 打击 远胜 于 妻子 和 儿子 的 死 给 孔子 的 打击 。
TRAIN_SENT_ID_252417,颜回,孔子,“ 颜 ” 为 孔子 弟子 颜回 ， 他 有 四 勿 ， “ 即 非礼勿视 ， 非礼 勿 听 ， 非礼 勿言 ， 非礼 勿动 。 ”
TRAIN_SENT_ID_252418,颜回,孔子,《 孔子 家语 · 颜回 》 ： “ 达 於 情性 之理 ， 通 於 物类 之变 ， 知 幽明 之故 ， 覩 游气 之原 ， 若此 可谓 成人 矣 。 ”
TRAIN_SENT_ID_252419,颜回,孔子,司马贞 索隐 ： “ 苍蝇附骥 尾而致 千里 ， 以喻 颜回 因 孔子 而 名彰 。 ”
TRAIN_SENT_ID_252420,颜回,孔子,自 汉高帝 以 颜回 配享 孔子 、 祀 以 太牢 ， 三国 魏 正始 年间 将 此举 定为 制度 以来 ， 历代帝王 封赠 有加 ， 无不 尊奉 颜子 。
TRAIN_SENT_ID_252421,颜回,孔子,作者 以 孔子 的 弟子 颜回 自比 。
TRAIN_SENT_ID_252422,颜回,孔子,孔子 对 颜回 亦 引 以为 是 唯一 的 同道 ， 说 “ 用 之 则 行 ， 舍之则 藏 ， 唯 我 与 尔 有 是 夫 ！ ”
TRAIN_SENT_ID_252423,颜回,孔子,词语 解释 : 谓 孔子 培养 其 弟子 颜渊 ( 颜回 ) 成才 。
TRAIN_SENT_ID_252424,颜回,孔子,颜渊 ： 颜回 ， 字子渊 ， 亦 称 颜渊 ， 是 孔子 的 得意门生 。
TRAIN_SENT_ID_252425,颜回,孔子,正中 为 大成 至圣先师 孔子 ， 左为 复圣 颜回 ， 述 圣 孔伋 ， 右为 宗圣 曾 参 ， 亚圣 孟轲 。
TRAIN_SENT_ID_252426,颜回,孔子,颜回 知道 孔子 误会 了 ， 就 说 ： “ 刚才 炭灰 掉 进 甑 中 ， 我 觉得 丢掉 可惜 ， 所以 捡 出来 吃 了 。 ”
TRAIN_SENT_ID_252427,颜回,孔子,颜回 是 孔子 的 弟子 ， 七十二 贤人 之一 。
TRAIN_SENT_ID_252428,颜回,孔子,这 一章 ， 孔子 对 颜回 学问 道德 接近 于 完善 却 在生活上 常常 贫困 深感 遗憾 。
TRAIN_SENT_ID_252429,颜回,孔子,一会 ， 饭熟 了 ， 颜回 请 孔子 吃饭 ， 孔子 假装 没 看见 （ 颜回 抓饭 吃 的 事情 ） 。
TRAIN_SENT_ID_252430,颜回,孔子,译文 : 孔子 说 ： “ 我 整天 给 颜回 讲学 ， 他 从来不 提 反对 意见 和 疑问 ， 像 个 蠢人 。
TRAIN_SENT_ID_252431,颜回,孔子,2 人物 介绍 : 德行 : 子渊 即 颜回 ， 姓 颜名 回 ， 字子渊 ， 亦 称 颜渊 ， 比 孔子 小 三十岁 ， 鲁国 人 。
TRAIN_SENT_ID_252432,颜回,孔子,考 颜回 一生 ， 大多 为 追随 孔子 奔走 于六国 ， 归鲁后 亦 未 入仕 ， 而是 穷居 陋巷 。
TRAIN_SENT_ID_252433,颜回,孔子,鲍出 历史 评价 : 鱼豢 曰 ： 昔 孔子 叹 颜回 ， 以为 三月 不违 仁者 ， 盖观 其 心耳 ， 孰如孙 、 祝 菜色 於 市里 ， 颠倒 於 牢狱 ， 据 有 实事 哉 ？
TRAIN_SENT_ID_252434,颜回,孔子,孔子 说 ： “ 颜回 ， 过来 ， 为何 只有 你 没有 志向 呢 ？ ”
TRAIN_SENT_ID_252435,颜回,孔子,孔子 的 弟子 颜回 ， 可谓 仁者 也 。
TRAIN_SENT_ID_252436,颜回,孔子,颜回 和 子路 都 是 孔子 的 学生 。
TRAIN_SENT_ID_252437,颜回,孔子,孔子 说 ： “ 我 相信 颜回 是 仁德 之 人 已经 很久 了 ， 虽然 你 这样 说 ， 我 还是 不 怀疑 他 ， 那样 做 或者 一定 有 原因 吧 。
TRAIN_SENT_ID_252438,颜回,孔子,譬如 他 的 《 陋巷 に 在 り 》 ， 便是 取材自 孔子 和 他 的 弟子 颜回 的 轶事 ； 《 泣 き 虫弱 虫 诸葛 孔明 》 写 的 当然 便是 诸葛亮 。
TRAIN_SENT_ID_252439,颜回,孔子,孔子 带 着 子路 、 子贡 、 颜回 等 高足 ， 沿 大别山 经 邾 国 准备 前往 郢 都 。
TRAIN_SENT_ID_252440,颜回,孔子,颜回 早逝 ， 颜无繇 因 家里 穷 ， 就 请求 孔子 把 车子 卖 了 来 帮 他 安葬 。
TRAIN_SENT_ID_252441,颜回,孔子,语出 《 论语 · 子罕 》 ， 古人 多 以为 是 孔子 痛惜 他 的 学生 颜回 早死 才 说 这句 话 。
TRAIN_SENT_ID_252442,颜回,孔子,雍 也 译文 : 孔子 说 ： “ 颜回 这个 人 ， 他 的 心 可以 在 长时间 内 不 离开 仁德 ， 其余 的 学生 则 只能 在 短时间 内 做到 仁 而已 。 ”
TRAIN_SENT_ID_252443,颜回,孔子,」 孔子 对 曰 ： 「 有 颜回 者 好学 ， 不 迁怒 ， 不 贰 过 。
TRAIN_SENT_ID_252444,颜回,孔子,孔子 说 ： “ 是 不如 ， 我 认同 你 比不上 颜回 啊 ！ ”
TRAIN_SENT_ID_252445,颜回,孔子,夫 颜回 、 季路 、 子夏 、 冉伯牛 ， 孔子 之 通学 也 。
TRAIN_SENT_ID_252446,颜回,孔子,颜回 至 匡 ， 见到 了 被 围困 的 孔子 等 人 。
TRAIN_SENT_ID_252447,颜回,孔子,颜回 ， 公元前 521 ～ 前 490 年 ， 字子渊 ， 亦 称 颜渊 ， 春秋 末期 鲁国 人 ， 孔子 最 得意 的 弟子 。
TRAIN_SENT_ID_252448,颜回,孔子,在 《 人世间 》 中 ， 又 借 孔子 与 颜回 的 对话 阐释 自己 的 理论 。
TRAIN_SENT_ID_252449,颜回,孔子,颜回 偷食 原文 : 孔子 穷乎 陈 、 蔡 之间 ， 藜 羹 不 斟 ， 七日 不尝粒 ， 昼寝 。
TRAIN_SENT_ID_252450,颜回,孔子,（ 颜回 是 孔子 最 得意 的 门生 ， 为 人 安贫乐道 ， 可惜 有才 无寿 ， 英年早逝 ， 孔子 对此 非常 难过 ； 仲由 字 子路 ， 以 政事 见称 。 ）
TRAIN_SENT_ID_252451,颜回,孔子,在 最 得意 弟子 颜回 和 儿子 孔鲤 死后 ， 子路 就是 孔子 的 精神支柱 ， 他 的 死 给 了 孔子 一个 巨大 而 沉重 的 打击 。
TRAIN_SENT_ID_252452,颜回,孔子,孔子 曾经 称赞 说 : “ 有 颜回 者 好学 ， 不 迁怒 ， 不二 过 ” ， “ 一箪食 ， 一瓢 饮 ， 居 陋巷 ， 人 不堪其忧 ， 回 也 不改其乐 ， 贤哉 回 也 ” 。
TRAIN_SENT_ID_252453,颜回,孔子,如果 能观 三报 ， 通达 一切 奥妙 ， 则 孔子 不 回答 子路 提出 的 鬼神 生死 问题 ， 颜回 对 孔子 的 教导 “ 不违 、 愚蠢 ” ， 就 都 可以 理解 了 。
TRAIN_SENT_ID_252454,颜回,孔子,代相村 历史悠久 ， 以颜姓 为主 ， 相传 为 孔子 弟子 颜回 后代 。
TRAIN_SENT_ID_252455,颜回,孔子,有 一天 ， 孔子 故意 问 子贡 ： “ 你 和 颜回 相比 ， 到底 哪个 强 一些 呢 ? ”
TRAIN_SENT_ID_252456,颜回,孔子,. 这里 的 “ 回 、 由 ” 指 孔子 的 学生 颜回 和 仲由 （ 字 子路 ） 。
TRAIN_SENT_ID_252457,颜回,孔子,孔子 说 ： “ 多么 贤德 啊 ， 颜回 ！
TRAIN_SENT_ID_252458,颜回,孔子,4.1 孔子 颜回 纵论 “ 心斋 ”
TRAIN_SENT_ID_252459,颜回,孔子,一会儿 ， 饭熟 了 ， 颜回 请 孔子 吃饭 。
TRAIN_SENT_ID_252460,颜回,孔子,然 李光却 学习 古代 圣贤 孔子 、 颜回 安贫乐道 的 精神 以 之 自慰 ， 来 之 则安之 ； 又 以 战国 冯谖 叹 “ 食无鱼 ” 来 表示 对 朝廷 当道者 不满 。
TRAIN_SENT_ID_252461,颜回,孔子,颜回 ： 即 颜渊 （ 前 521 — 前 481 ） ， 春秋 末 鲁国 人 ， 字子渊 ， 孔子 最 得意 弟子 。
TRAIN_SENT_ID_252462,颜回,孔子,孔子 哭 得 十分 伤心 ， 说 ： “ 自从 我 有 了 颜回 ， 学生 们 （ 以 颜回 为 榜样 ） 更加 亲近 我 。 ”
TRAIN_SENT_ID_252463,颜回,孔子,颜回 师从 孔子 : 颜庙 颜回 “ 年 十三 ， 入 孔子 之 门 ” 时 ， 孔子 聚徒 讲学 已达 十三年 之 久 。
TRAIN_SENT_ID_252464,颜回,孔子,闻一知十 成语 典故 : 孔子 有 两个 得意 的 学生 ， 一个 叫 子贡 ， 另 一个 叫 颜回 。
TRAIN_SENT_ID_252465,颜回,孔子,孔子 说 ： “ 颜回 就是 这样 一个 人 ， 他 选择 了 中庸之道 ， 得到 了 它 的 好处 ， 就 牢牢地 把 它 放在心上 ， 再也 不让 它 失去 。 ”
TRAIN_SENT_ID_252466,颜回,孔子,颜回 在 孔子 面前 ， 连屁 都 不敢 放 一个 ， 子路 可 没 那么 多 心眼 ， 经常 鼻子 不是 鼻子 脸 不是 脸 ， 让 老师 下不来台 。
TRAIN_SENT_ID_252467,颜回,孔子,颜回 人物 生平 : 颜回 像 颜回 是 孔子 最 得意 的 弟子 ， 极富 学问 。
TRAIN_SENT_ID_252468,颜回,孔子,《 吕氏春秋 · 慎人 》 ： “ 孔子 弦歌 於 室 ， 颜回 择菜 於 外 。 ”
TRAIN_SENT_ID_252469,颜回,孔子,出自 《 孔子 家语 · 颜回 》 。
TRAIN_SENT_ID_252470,颜回,孔子,颜子 庙 曲阜市 颜子 庙 : 位于 曲阜 陋巷 街北首 的 颜庙 ， 又 叫 复 圣庙 ， 是 祭祀 孔子 弟子 颜回 的 庙宇 。
TRAIN_SENT_ID_252471,颜回,孔子,孔子 绝粮 ， 故事 发生 在 孔子 周游列国 时 ， 涉及 的 人物 有 孔子 、 颜回 等 。
TRAIN_SENT_ID_252472,颜回,孔子,人物 生平 : 颜回 像 颜回 是 孔子 最 得意 的 弟子 ， 极富 学问 。
TRAIN_SENT_ID_252473,颜回,孔子,《 孔子 家语 · 颜回 》 ： “ 公闻 之 ， 越席 而 起 ， 促驾 召 颜回 。 ”
TRAIN_SENT_ID_252474,颜回,孔子,1 个人信息 : 颜回 早逝 ， 颜无繇 因 家里 穷 ， 就 请求 孔子 把 车子 卖 了 来 帮 他 安葬 。
TRAIN_SENT_ID_252475,颜回,孔子,为 我 增加 了 荣誉 ， 提高 了 社会 地位 ， 都 是 由于 您 的 奖掖 扶助 ， 就 像 孔子 自称 不如 颜回 、 李生 赞叹 贾复 一样 。
TRAIN_SENT_ID_252476,颜回,孔子,"孔子 说 ： "" 颜回 ！"
TRAIN_SENT_ID_252477,颜回,孔子,“ 孔子 列国 行 ” 大型 铜雕 生动 再现 了 孔子 天命 之年 带 颜回 等 弟子 ， 纵马 驱车 ， 昂扬 奋进 的 情态 。
TRAIN_SENT_ID_252478,颜回,孔子,屡空 作品 赏析 : 这 一章 ， 孔子 对 颜回 学问 道德 接近 于 完善 却 在生活上 常常 贫困 深感 遗憾 。
TRAIN_SENT_ID_252479,颜回,孔子,盗 跖 可以 长寿 ， 孔子 、 颜回 却 遭受 困厄 ， 这 都 是 上天 还 没有 表现 出来 他 的 真实 意愿 的 缘故 。
TRAIN_SENT_ID_252480,颜回,孔子,在 孔子 七十岁 的 时候 ， 儿子 孔鲤 去世 ， 随后 大 徒弟 颜回 也 离 孔子 而 去 ， 不久 卫国 政变 子路 在 卫国 的 政变 中 战死 。
TRAIN_SENT_ID_252481,颜回,孔子,颜回 在 旁 没有 应声 ， 进屋 告诉 孔子 。
TRAIN_SENT_ID_252482,颜回,孔子,颜回 等 人 有 了 较 多 的 时间 向 孔子 请教 学问 ， 有时 也 一同 外出 考察 古迹 名胜 ， 研究 卫国 文化 ， 或 登山临水 ， 饱览 卫国 风光 。
TRAIN_SENT_ID_252483,颜回,孔子,武德 旧制 ， 释奠于 太学 ， 以 周公为 先圣 ， 孔子 配飨 ； 玄龄 等 建议 停 祭 周公 ， 以 孔子 为 先圣 ， 颜回 配飨 。
TRAIN_SENT_ID_252484,颜回,孔子,⑾ 回 、 赐 ： 孔子 的 弟子 颜回 、 子贡
TRAIN_SENT_ID_252485,颜回,孔子,屡空 译文 : 孔子 说 ： “ 颜回 的 学问 道德 接近 于 完善 了 吧 ， 可是 他 常常 贫困 。
TRAIN_SENT_ID_252486,颜回,孔子,颜回 攫食 翻译 : 孔子 在 陈国和 蔡国 之间 的 地方 （ 缺粮 ） 受困 ， 饭菜 全无 ， 七天 没 吃 上 米饭 了 。
TRAIN_SENT_ID_252487,颜回,孔子,① 颜回 ： 孔子 的 弟子 ， 姓 颜名 回字子 渊 ， 鲁国 人 。
TRAIN_SENT_ID_252488,颜回,孔子,颜回 擦擦 汗 ， 对 孔子 说 ： “ 先生 ， 这样 下去 也 不是 办法 ， 不如 回头 找 找 早上 遇见 的 村姑 ， 可能 她们 真有 办法 呢 ！ ”
TRAIN_SENT_ID_252489,颜回,孔子,铸颜 词语 解释 : 谓 孔子 培养 其 弟子 颜渊 ( 颜回 ) 成才 。
TRAIN_SENT_ID_252490,颜回,孔子,’ 孔子 对 曰 ： ‘ 有 颜回 者 好学 ， 不 迁怒 ， 不 贰 过 。 ”
TRAIN_SENT_ID_252491,颜回,孔子,5 . 颜回 ： 是 孔子 最 得意 的 学生 ， 姓颜 ， 名回 ， 字子渊 。
TRAIN_SENT_ID_252492,颜回,孔子,"[ 出处 ] 庄子 . 田子方 ; "" 孔子 出以告 颜回 曰 ; ' 丘之于 道 也 , 其 犹 醯 鸡 与 . 微 夫子 之 , 发吾覆 也 , 吾 不知 天地 之 大全 也 . ' """
TRAIN_SENT_ID_252493,颜回,孔子,孔子 家语 · 颜回
TRAIN_SENT_ID_252494,颜回,孔子,追封 孔子 弟子 颜回 等 十人 公爵 ， 曾 参等 六十二 人 侯爵 ， 封先儒 左丘明 等 十九人 伯爵
