sent,hard_match
 背景 遭遇 父亲 游德 年代 飞鱼 王子 母亲 水 健儿 一直 担当 家庭主妇 照顾 人物二 妹妹 人物一,1
 女儿 何超云 年 出生 龙 鳯 胎 妹妹 弟弟 人物二 人物一,1
 年 天龙八部 天山童姥 制片方 永盛 电影 公司 导演 钱永强 主演 林青霞 饰 人物二 人物一 巩俐 饰 天山童姥,1
 康熙 二十五年 生皇 十三 子怡贤亲 王允祥 二十六年 生皇 十三 女 人物二 三十年 生皇 十五 女 人物一,1
 入宫 年岁 不详 生一子 二女 和硕 怡 亲王 胤 祥 人物二 人物一,1
 人物二 幼妹 人物一 获 人物二 安排 大学 阁 居住,1
 年 张学友 女儿 人物二 出生 年 张学友 次女 人物一 出生,1
 年 张学友 女儿 人物二 出生 年 次女 人物一 出生,1
 天授 元年 年 人物二 四妹 代国 公主 人物一 婉对 舞于 西凉 殿,1
 说 年代 出生 郑渊洁 有着 别样 感情 人物一 人物二 童话 形象 曾经 滋养 幼时 心灵,1
 年 文学创作 人物一 人物二 大灰狼 罗克 舒克和贝塔 笔下 文学 形象,1
 集 人物二 看着 人物一 出神 班干部 长大 名气 人类 变小 老鼠 对手 人物二 承担重任,1
 人物二 水晶 兔 人物一 总动员 • 人物二 系列 童话 大王 郑渊洁 新创 力作,1
 锁虫 锁住 人物二 笑容 人物一 想尽 一切办法 打不开 锁住 人物二 笑容 锁,1
 成帝 晚年 沉溺 声色 人物一 人物二 姐妹 纵情 淫乐 政事,1
 年 执导 古装 宫斗剧 汉宫 飞燕 该剧 描述 西汉时期 美女 人物一 妹妹 人物二 传奇一生 故事,1
 永始 元年 前 成帝 立 人物一 皇后 封 人物二 为仪 居 昭阳 宫 皆 黄金 白玉 明珠 翠羽 装饰,1
 年 人物一 不同 场合 一直 支持 人物二,1
 年 苏有朋 贾静雯 高圆圆 共同 参演 古装 武侠剧 倚天 屠龙记 饰演 人物一 表妹 人物二,1
 年 邵氏 公司 尔冬升 饰 人物一 余安安 饰 周芷若 井莉 饰 赵敏 文雪儿 饰 人物二 顾冠忠 饰 宋青书,1
 小时候 蝴蝶谷 初遇 少年 人物一 欲 带 灵 蛇岛 作 玩伴 挣扎 咬伤 岂料 人物二 咬定 情 情根 深种,1
 年 黄祖权 执导 古装 历史剧 人物一 中 饰演 人物二,1
 年 人物一 传奇 饰 人物二,1
 程咬金 听 少女 人物二 羞涩 含蓄 回报 明白 窦仙童 看上 人物一 听 更为 羞涩 含蓄 汇报 明白 窦一虎 看上 人物二,1
 人物二 大哥 人物一 人物二 大哥 武三思 父亲,1
 唐朝 荆州 都督 武士彟 之孙 女皇 人物二 异 母兄 人物一 之子 武三思 人物二 侄子 初 封梁王,1
 两口 相差 半载 年纪 人物一 秀雅 文静 人物二 却是 十分 活泼 两个 性格 截然不同,1
 电影 剧情 清朝 康熙 乾隆年间 宁国府 纨祷 子弟 贾珍 远房亲戚 人物一 人物二 母亲 来到 贾府 拜寿,1
 人物二 人物一 懦弱 屈辱 糊涂 和善 相对 人物二 刚烈 自尊 清醒 泼辣,1
 年 演出 红楼 二 尤 前饰 人物二 后饰 人物一 保留 荀派 特色 唱腔 表演 中均 融进 理解 创造,1
 人物二 演唱 歌曲 至死不渝 人物一 填词 人物二 谱曲 演唱 歌曲,1
 年 人物一 带来 同样 萌翻 全场 妹妹 人物二,1
 剪花 花 年 央视春晚 创意 儿童节目 河北 邯郸 普通 农家 兄妹 人物一 人物二 演员 表演,1
 个人 生活 年 人物二 哥哥 殷旭 内地 经纪人 人物一 结婚,1
 殷旭 个人 生活 年 人物二 哥哥 殷旭 内地 经纪人 人物一 结婚,1
 同年 美国 女生 莲达 结婚 婚后 生 一子一女 取名 人物一 人物二,1
 同年 美国 女生 琳达 结婚 婚后 生 一子一女 取名 人物一 人物二,1
 入宫 年岁 不详 生一子 二女 和硕 怡 亲王 胤 祥 人物一 人物二,1
 那年 人物一 岁 妹妹 人物二 岁,1
 那年 人物一 岁 人物二 岁,1
 年 步步 惊情 饰 人物二 人物一 天涯 织女 主要 人物,1
 年 步步 惊情 饰 人物二 人物一,1
 梦想成真 香港 年 出品 时装 喜剧 人物一 监制 宣萱 吕颂贤 吕方 人物二 主演,1
 年 京兆 陕西 西安 唐代宗 李豫 贵妃 生韩王 人物一 人物二,1
 大历 三年 年 独孤 氏 册封 贵妃 生韩王 人物一 人物二,1
 年 生下 儿子 人物一 一女 人物二,1
 学霸 妹妹 人大代表 去年 清华大学 特等 奖学金 第一名 人物一 第三名 双胞胎 妹妹 人物二,1
 年 大连 一对 双胞胎 姐妹花 人物一 人物二 走进 清华园 成为 清华大学 有史以来 第一 保送 进 清华大学 孪生姐妹,1
 黄美珍 年长 邵逸夫 岁 婚后 两人育 两子 两女 长子 邵维铭 次女 人物一 三女 人物二 邵维钟,1
 年 临安 陷落 人物二 国舅 人物一 护送 赵昰 赵昺 赵昰 弟 母 俞修容 温州 逃 福州,1
 桃花岛 岛主 人物二 门下 弟子 陈玄风 人物一 俩 学艺 未 成 暗中 相爱 担心 师父 发觉 性命不保 偷偷 逃离 桃花岛,1
 一年 人物一 先 死 人物二 十分 悲伤 感慨 昔日 跟随 陈国 蔡国 学生 身边 受教,1
 贞观 二年 年 停 祭 周公 专立 孔庙 人物二 先圣 人物一 先师,1
 陋巷 便是 取材自 人物二 弟子 人物一 轶事 爱哭鬼 胆小鬼 诸葛 孔明 写 便是 诸葛亮,1
 乐曲 描写 人物二 弟子 人物一 死亡 人物二 悲痛 惋惜 心情,1
 颜子 身讽 作品 注释 颜子 人物二 弟子 人物一 春秋 时鲁国 字子渊,1
 颜 人物二 弟子 人物一 四 勿 非礼勿视 非礼 勿 听 非礼 勿言 非礼 勿动,1
 作者 人物二 弟子 人物一 自比,1
 词语 解释 谓 人物二 培养 弟子 颜渊 人物一 成才,1
 人物二 弟子 人物一 可谓 仁者,1
 陋巷 に り 便是 取材自 人物二 弟子 人物一 轶事 泣 き 虫弱 虫 诸葛 孔明 写 便是 诸葛亮,1
 能观 三报 通达 奥妙 人物二 回答 子路 提出 鬼神 生死 问题 人物一 人物二 教导 不违 愚蠢 理解,1
 代相村 历史悠久 以颜姓 为主 相传 人物二 弟子 人物一 后代,1
 颜子 庙 曲阜市 颜子 庙 位于 曲阜 陋巷 街北首 颜庙 复 圣庙 祭祀 人物二 弟子 人物一 庙宇,1
 ⑾ 回 赐 人物二 弟子 人物一 子贡,1
 铸颜 词语 解释 谓 人物二 培养 弟子 颜渊 人物一 成才,1
 追封 人物二 弟子 人物一 十人 公爵 参等 六十二 侯爵 封先儒 左丘明 十九人 伯爵,1
 人物二 弟子 人物一 参 并称,1
 颜子 庙 颜子 庙 祭祀 人物二 弟子 人物一 庙宇 位于 曲阜 城北 门内 东侧,1
 人物二 家语 七十二 弟子 解 云 颜由 人物一 父 字 季路 人物二 始 教学 阙 里 受学,1
 人物二 弟子 人物一 冉伯牛 仲弓 列为 孔门 德行 科 优秀生,1
 四友 人物二 学生 人物一 子贡 子路 子张 人物二 四友,1
 ④ 颜孟 指 人物二 弟子 人物一 亚圣孟子,1
 位于 曲阜 城北 门内 陋巷 人物二 弟子 七十二 贤之首 人物一 故居 所在地,1
 孔颜 基本 信息 孔颜 人物二 弟子 人物一 并称,1
 人物二 家语 人物一 人物二 曰 君子 以行言 小人 以舌言,1
 唐开元 二十七 年 诏 人物一 列 人物二 左侧 配享 即升 参入 十哲,1
 人物二 人物一 评价 中 特别 谈到 迁怒 贰 这两点 从中 看出 人物二 教育 学生 重在 培养 道德 情操,1
 人物二 匡 城人 围困 弟子 人物一 失散 最后 人物二 会合,1
 鲁哀公 七年 公元前 年 人物一 人物二 离开 负函 经陈 仪 蒲 回到 卫国 帝丘,1
 学校 考 辨 先圣 先师 之分 唐会 贞观 二十一年 诏以 人物二 先圣 人物一 先师 之制 不载,1
 人物二 听 柳 下季 劝告 弟子 人物一 驾车 一个 弟子 子贡 当侍 前去 会见 盗 跖,1
 公元前 年 人物一 先 人物二 去世 葬于 鲁 城东 防 山前,1
 战国时期 人物二 弟子 人物一 代表 儒家 八派,1
 听 伯牙 问话 打柴 笑 回答 先生 刚才 弹 人物二 赞叹 弟子 人物一 曲谱 可惜 弹到 第四句 琴弦 断,1
 三国 魏 正始 齐王 曹芳 年号 公元 年 以后 规定 入学 行 祭礼 人物二 先圣 配 人物一 先师,1
 人物二 颜氏 弟子 知名 八人 是否 人物一 学派 学界 存疑,1
 纵观 论语 人物二 表扬 弟子 非 人物一 莫属,1
 人物二 犹 不敢 以圣 仁 自许 人物一 人物二 仰之弥高 钻 弥坚 学者 只好 不能 心向往之,1
 颜子 人物二 弟子 人物一,1
 想到 人生 易 老 时不待我 自然 生出 一番 感慨 一想 人物二 得意 弟子 人物一 有德 有才 刚刚 二十九岁 头发 尽白,1
 几熟 人物二 望见 人物一 攫其 甑 中 食 人物二 佯为 不见,1
 ③ 出自 春秋时期 人物二 弟子 人物一 属于 先祖 名字 为氏,1
 人物二 弟子 人物一 一箪食 一瓢 饮 陋巷 而能 不改其乐,1
 人物二 家语 七十二 弟子 解 颜由 人物一 父 字 季路,1
 复 圣堂 人物二 弟子 人物一 春秋 时鲁国 勤俭 好学 乐道安贫,1
 鲤即 孔鲤 人物二 儿子 回即 人物一 人物二 学生 二人 贫穷 死 买不起 棺材,1
 人物二 弟子 人物一 讲学 宣讲 教化,1
 颜瓢 指 人物二 弟子 人物一 箪瓢屡空,1
 铸颜是 一个 古代 词语 谓 人物二 培养 弟子 颜渊 人物一 成才,1
 人物二 得意 弟子 人物一 箪食瓢饮 贫而 好学,1
 宋真宗 追封 人物二 弟子 人物一 十人 公爵 参等 侯爵 封先儒 左丘明 伯爵,1
 四友 人物二 学生 人物一 子贡 子路 子张 人物二 四友,1
 同年 宋真宗 追封 人物二 弟子 人物一 十人 公爵 参等 人为 侯爵 封先儒 左丘明 人为 伯爵,1
 不堪其忧 成语故事 春秋时期 人物二 学生 人物一 生活 困难 志向 远大 勤奋好学 深得 人物二 喜爱,1
 宋神宗 熙宁 年间 有人 更进一步 她续 家谱 说 人物二 弟子 人物一 后代,1
 当年 人物二 思 人物一 作下 一曲 忆 故人 如今 四嫂 思念,1
 子路 屡遭 挫折 人物二 之道 产生 怀疑 人物一 认识 人物二 道 当时 所容 国者 之丑,1
 始建 于元 至元 十二年 年 纪念 人物二 弟子 人物一 庙宇,1
 人物二 家语 ． 人物一 载 人物二 卫 闻哭者 之声 甚哀,1
 公元前 年 人物二 回 鲁国 以后 子路 子贡 先后 离开 人物一 死,1
 卫灵公 调查 清楚 人物二 一行 卫国 鲁国 派来 再次 接受 颜浊 邹 蘧 伯玉 劝谏 请 人物一 传话 恳请 人物二 回 帝丘,1
 两旁 石阶 尊高 米 人物二 弟子 人物一 子路 十二 贤人 汉白玉 塑像 分班 侍立,1
 安贫乐道 成语 典故 传说 人物二 学生 余人 出名 人物一 人物二 得意 门生,1
 人物二 弟子 厚葬 人物一 后人 尊重 称 复圣,1
 这段话 意思 说 一次 人物二 弟子 人物一 请教 达到 仁 境界,1
 临沂 古称 琅 琊 人物二 弟子 人物一 后裔 首次 南迁 颜子 文化 发祥地,1
 人物二 家语 弟子 行 夫能 夙兴夜寐 讽诵 崇礼 行不贰过 称言 不苟 人物一 之行,1
 ④ 颜 闵 指 人物二 弟子 人物一 闵损 二人 德行 著称,1
 郑玄 笑 说 人物二 弟子 德行 言语 平事 文学 四种 科目 考察 人物一 子贡 学生 不称 官位 门第,1
 人物二 弟子 人物一 闵损 并称,1
 颜路 第三部 设定 名字 人物二 弟子 人物一 子路 中 各取 一字,1
 李贺 欲效 终军 上书 言事 可叹 年 未 十八 人物二 学生 人物一 鬓发 斑白 垂 垂老 相,1
 第四 部分 自然段 写 人物二 听 弟子 子路 人物一 畅谈 志向 兴奋,1
 孔颜 ǒ á 人物二 弟子 人物一 并称,1
 魏 正始 二年 年 齐王 曹芳 因初通 论语 遣 官致 祭 国学 人物一 配享 人物二,1
 殿 大成殿 外景 供奉 人物二 孟子 人物一 四配 十二 哲人 牌位 显示 出 人物二 之学 后继有人 学子 济济一堂,1
 相传 人物二 三千个 弟子 人物一 刻苦 好学 品德高尚 人物二 欣赏,1
 引证 解释 人物二 弟子 人物一 闵损 并称,1
 鲁城 街道 颜子 庙 颜子 庙 祭祀 人物二 弟子 人物一 庙宇 位于 曲阜 城北 门内 东侧,1
 人物二 弟子 人物一 原宪 并称,1
 一年 端午节 人物二 带 弟子 人物一 一次 登上 泰山,1
 曹国 行 鲁定公 十五年 公元前 年 春 人物一 人物二 离开 卫国 东南 行 数百里 到达 曹国 曹国 稍作 逗留 夏天 到达 宋国,1
 年 任泉 电影 人物二 里 饰演 人物一 电视剧 神话 里 饰演 易大川 再次 赢得 观众 喜爱,1
 旅 乃是 周游列国 人物二 弟子 子路 人物一 子贡 诸人,1
 位于 曲阜 城东 公里 防 山之南 人物二 弟子 人物一 后裔 墓地,1
 第七个 渊源 源于 姬姓 出自 春秋时期 人物二 弟子 人物一 属于 先祖 名字 为氏,1
 颜德馨 祖籍 山东 系 人物二 弟子 人物一 后裔,1
 人物二 教育 弟子 知 德行 仁 恰当 指出 人物一 仲由 优缺点 令 更好 前进,1
 殿内 供奉 人物二 孟轲 人物一 四配 十二 哲人 牌位 显示 出 人物二 之学 后继有人 学子 济济一堂,1
 宣城县 文庙 奉祀 官 陈 蔡 廉洁奉公 清贫 守 任职 多年 家徒四壁 病故 包直 撰 挽联 云 寿比 人物二 二岁 家似 人物一 少 一瓢,1
 同年 赵恒 追封 人物二 弟子 人物一 十人 公爵 参等 人为 侯爵 先儒 左丘明 人为 伯爵,1
 颜庙 复 圣庙 祭祀 人物二 弟子 人物一 庙宇,1
 子路 看到 人物二 夸奖 人物一 便 表现 出 一副 勇 不可 挡 架式 问 人物二 统率 三军 找 共事,1
 殿内 迎门 原来 供奉 大成 至圣先师 孔于 画像 旁侧 侍立 人物二 得意 弟子 人物一 子思 曾子 大名鼎鼎 亚圣 孟子 牌位,1
 前 人物二 弟子 人物一 参 子思 孟轲 四配 组成 一组 完整 儒家 雕塑 群,1
 人物二 弟子 人物一 闵损 并称,1
 人物二 尝使 子贡 出 久 不返 占 鼎 卦 无足 弟子 皆 言 无足 不来 人物一 掩口而笑,1
 人物二 问 一位 弟子 子贡 人物一 强,1
 年 江苏 卫视 春晚 有钱 合作 人物一 人物二 程野 沈阳,1
 年 辽视 春晚 相亲 合作 人物二 人物一 孙丽荣,1
 年 辽视 春晚 相亲 合作 人物二 人物一,1
 子路 生于 公元前 年 鲁国 卞人 山东 平邑县 仲 村镇 人物二 九岁 名 人物一 字 子路 季路,1
 子路 人物二 弟子 名 人物一 字 子路,1
 鲁定公 十三年 前 年 人物二 鲁国 司寇 加强 君权 派 人物一 堕毁 三,1
 典故 人物二 当年 一班 弟子 困守 陈蔡 衣食 不足 一个个 面有菜色 教 弟子 人物一 讨吃,1
 人物二 弟子 人物一 字 子路 卫国 大夫 孔 俚 家 宰 孔 俚 属于 季氏 家族 子路 官称 季氏 宰,1
 泗水 仲庙 祭祀 人物二 弟子 人物一 地方 位于 泗水 县城 东部 济河 西岸,1
 直八 典故 人物二 当年 一班 弟子 困守 陈蔡 衣食 不足 一个个 面有菜色 教 弟子 人物一 讨吃,1
 人物二 教育 弟子 知 德行 仁 恰当 指出 颜回 人物一 优缺点 令 更好 前进,1
 人物二 常 弟子 谈 志向 每次 人物一 抢先 发言 多数 谈 勇敢 教 勇敢 打仗,1
 子路 人物二 弟子 名 人物一 字 子路,1
 人物二 家语 弟子 行 不畏 强御 不侮 矜寡 其言 循性 以富 材任治戎 人物一 之行,1
 季路 人物二 弟子 人物一 字 子路 一字 季路,1
 时 少年 人物一 人物二 谦虚 精神 打动 应声 跪下 道 学生 有罪 受小徒 一拜,1
 子路 人物二 弟子 人物一,1
 蒙山 钟灵毓秀 孕育 人物二 弟子 人物一 算圣 刘洪 智圣 诸葛亮 书圣 王羲之 书法家 颜真卿 家族 贤圣 人杰,1
 仲 村镇 鲍家坡 村 坐落于 平邑县 仲 村镇 政府 驻地 人物二 著名 弟子 七十二 贤人 人物一 故里,1
 余年 人物二 弟子 人物一 季氏 宰 家臣 人物二 鲁国 司寇,1
 城 西北 人物二 弟子 人物一 故里 仲村 今为 仲 村镇 驻地,1
 子路 人物二 弟子 人物一 战死 处以 醢 刑,1
 年 结识 人物二 年复 结识 人物一 唐杰忠 李金斗 名家,1
 年 年 年 人物二 郝爱民 人物一 搭档 赴 香港 演出,1
 年 人物二 人物一 张瑜 朱苑宜 台湾 斑斑 香港,1
 年 人物二 人物一 张喻 朱苑宜 台湾 斑斑 香港,1
 山寨 春晚 网站 施孟奇 年 第一次 央视春晚 觉得 很棒 人物二 人物一 节目 难忘,1
 思过 崖 华山派 大厅 人物二 已经 知道 人物一 家事 报 父母 仇 拜 人物二 为师,1
 河北 永年 人物一 从学于 陈家沟 人物二 其子 杨健侯 其孙 杨澄甫 陈式 太极拳 基础 创编 发展 杨式 太极拳,1
 十四 世孙 人物二 打破 太极拳 不传 异姓 家规 教出 第一个 异姓 弟子 河北 永年县 人物一,1
 相亲 简介 年 辽视春 晚上 著名 笑星 人物二 携 弟子 人物一 赵海燕 表演 小品 相亲,1
 人物二 带领 弟子 人物一 赵海燕 联袂 出演 小品 相亲 引来 全场 千余名 观众 阵阵 爆 笑声,1
 简介 年 辽视春 晚上 著名 笑星 人物二 携 弟子 人物一 赵海燕 表演 小品 相亲,1
 ⒊ 公元 六零 一年 陈朝 镇 国之宝 人物二 交由 陈朝 少主 人物一 手中,1
 公元 年 陈国镇 国之宝 人物二 交由 陈国 少主 人物一 手中,1
 公元 六零 一年 陈朝 镇 国之宝 人物二 交由 陈朝 少主 人物一 手中,1
 孙洁 人物二 方 天 第四代 杀手 之王 得意 弟子 第五代 杀手 之王 人物一 正在 成为 第六代 杀手 之王,1
 人物二 简介 方 天 第四代 杀手 之王 得意 弟子 第五代 杀手 之王 人物一 正在 成为 第六代 杀手 之王,1
 民国初年 一代 武 林宗 师 人物二 人物一 相继 蒙难 日本 毒手 一时间 精武门 几乎 遭到 灭顶之灾,1
 每天 人物二 教师 兄 师姐 武功 人物一 趴在 房梁 偷偷 学习 人物二 武功 私下里 刻苦 练习,1
 基本 信息 民国初年 一代 武 林宗 师 人物二 人物一 相继 蒙难 日本 毒手 一时间 精武门 几乎 遭到 灭顶之灾,1
 人物二 弟子 人物一,1
 剧情简介 民国初年 一代 武 林宗 师 人物二 人物一 相继 蒙难 日本 毒手 一时间 精武门 几乎 遭到 灭顶之灾,1
 英雄 界 剧情简介 民国初年 一代 武 林宗 师 人物二 人物一 相继 蒙难 日本 毒手 一时间 精武门 几乎 遭到 灭顶之灾,1
 年 陈小春 电视剧 精武 人物一 人物二,1
 当年 人物二 人物一 无疑 时势造 出 英雄 迷踪 拳 时势造 出 功夫,1
 该剧 年 重新 亚视 翻拍 郑伊健 陈小春 饰演 人物二 人物一,1
 影片 导演 世纪 八 九十年代 执导 大侠 人物二 人物一 武侠剧 徐小明,1
 幅 精美图片 人物二 于谦 人物一 孔云龙 高峰 演出 生活照 首次 曝光 人物二 于谦 帅气 艺术照,1
 人物二 弟子 人物一 微博上 上传 一张 网友 图片 狠狠 恶搞 一把 人物二,1
 人物二 原文 人物一 学 讴 ① 人物二 未穷 ② 青之技 自谓 ③ ④ 遂 辞,1
 年 连胜 人物二 人物一 获得 富士通杯 亚军,1
 年升 五段 著有 韩国 四大 天王 人物一 对局 集 人物二 对局 集 书,1
 年 届 农心杯 胜 人物二 负 人物一,1
 年 届 三星 杯 第一轮 胜 金东烨 强胜 人物二 强负 人物一,1
 年 岁 人物一 正式 拜 人物二 为师 搬进 曹家 攻研 棋艺,1
 人物二 人物一 围棋 教室 中级 篇 作者简介 作者 韩国 人物二,1
 年 人物二 弟子 挑战 以三比 二 战胜 人物一,1
 年 加入 韩国 棋院 年 击败 人物一 人物二 夺得 韩国 围棋 国手 战 冠军 轰动 世界 棋坛,1
 年 人物一 期 最高 位战 中 再度 挑战 终于 决赛 中以 战胜 人物二 取得 历史性 突破,1
 年代 人物一 人物二 徐奉洙 合称 韩国 棋坛 四大 天王,1
 兰陵 时 人物二 教书 写 书 有名 人物一 李斯 这时候 学生 段时间 完成 代表作品 人物二,1
 人物二 术 论述 大大 超过 申不害 话 弟子 人物一 李斯 不敢 奉教 这是 明白,1
 人物二 培养 人物一 李斯 浮丘伯 弟子 兰陵 本土 培养 不少 人才 西汉时 兰陵 儒学 勃兴 善为 学 均 得益于 人物二 学风,1
 古迹 有南 张村 樊父 墓 人物二 弟子 人物一 之父 墓 旧称 樊家 堌 堆,1
 一战 人物二 弟子 冉有 人物一 表现 出众 颇 功劳,1
 鱼台县 人物二 弟子 人物一 墓,1
